,DS,MV,proposed1(wcv)
0,0.83,0.9,0.95
0,0.8,0.85,0.85
0,0.8,0.86,0.94
0,0.8,0.85,0.9
0,0.8,0.81,0.93
0,0.8,0.79,0.92
0,0.8,0.73,0.96
0,0.8,0.79,0.97
0,0.8,0.8,0.88
0,0.81,0.79,0.91
0,0.8,0.81,0.89
0,0.8,0.75,0.9
0,0.8,0.75,0.88
0,0.8,0.7,0.8
0,0.81,0.6,0.89
0,0.82,0.67,0.7
0,0.8,0.55,0.8
0,0.81,0.58,0.89
0,0.81,0.51,0.84
0,0.8,0.46,0.79
0,0.8,0.56,0.9
0,0.8,0.45,0.8
0,0.8,0.46,0.75
0,0.8,0.54,0.8
0,0.8,0.45,0.79
0,0.81,0.43,0.8
0,0.83,0.41,0.9
0,0.8,0.46,0.63
0,0.89,0.34,0.2
0,0.19,0.37,0.17
0,0.2,0.23,0.15
0,0.2,0.32,0.19
0,0.19,0.35,0.23
0,0.2,0.3,0.15
0,0.16,0.26,0.15
0,0.19,0.31,0.11
0,0.18,0.26,0.12
0,0.2,0.23,0.08
0,0.2,0.25,0.17
0,0.2,0.14,0.08
0,0.2,0.15,0.13
0,0.2,0.12,0.09
0,0.2,0.15,0.08
0,0.2,0.14,0.13
0,0.2,0.08,0.07
0,0.2,0.08,0.04
0,0.2,0.08,0.08
0,0.2,0.11,0.12
0,0.2,0.09,0.18
0,0.18,0.09,0.12
0,0.2,0.05,0.05
