,DS,MV,proposed1(wcv)
0,0.98,0.98,0.98
0,0.96,0.95,0.98
0,0.96,0.97,0.98
0,0.97,0.99,0.98
0,0.97,0.93,0.99
0,0.95,0.92,0.98
0,0.96,0.96,1.0
0,0.98,0.92,0.99
0,0.95,0.89,0.99
0,0.99,0.9,1.0
0,0.95,0.86,0.96
0,0.98,0.8,0.98
0,1.0,0.81,1.0
0,0.99,0.67,0.98
0,0.97,0.82,0.98
0,0.99,0.75,0.99
0,1.0,0.7,1.0
0,0.96,0.61,0.96
0,0.96,0.69,0.99
0,0.99,0.51,0.99
0,0.99,0.74,0.99
0,0.98,0.56,0.98
0,0.98,0.54,0.98
0,0.98,0.51,1.0
0,0.05,0.35,0.02
0,0.03,0.44,0.02
0,1.0,0.46,0.98
0,0.94,0.48,1.0
0,0.03,0.28,0.03
0,0.02,0.32,0.03
0,0.03,0.33,0.03
0,0.03,0.3,0.03
0,0.01,0.19,0.0
0,0.01,0.28,0.01
0,0.03,0.31,0.03
0,0.03,0.26,0.02
0,0.01,0.13,0.03
0,0.0,0.2,0.01
0,0.02,0.1,0.04
0,0.02,0.1,0.03
0,0.0,0.05,0.01
0,0.02,0.09,0.01
0,0.05,0.09,0.04
0,0.0,0.03,0.03
0,0.02,0.07,0.01
0,0.02,0.03,0.0
0,0.02,0.01,0.0
0,0.02,0.01,0.01
0,0.01,0.03,0.01
0,0.05,0.07,0.07
0,0.01,0.0,0.0
