,DS,MV,proposed1(wcv)
0,0.99,1.0,1.0
0,0.95,1.0,1.0
0,1.0,0.99,0.99
0,0.96,1.0,1.0
0,0.99,0.99,1.0
0,1.0,0.96,1.0
0,1.0,0.98,1.0
0,0.99,0.96,1.0
0,0.99,0.95,1.0
0,0.97,0.96,1.0
0,0.99,0.95,1.0
0,0.99,0.98,1.0
0,0.96,0.91,1.0
0,1.0,0.96,1.0
0,0.99,0.94,0.99
0,0.99,0.87,0.99
0,0.99,0.92,0.99
0,1.0,0.88,1.0
0,0.98,0.93,1.0
0,0.97,0.95,1.0
0,0.98,0.87,1.0
0,1.0,0.91,0.99
0,0.99,0.81,1.0
0,1.0,0.88,1.0
0,0.99,0.79,0.99
0,0.98,0.74,0.99
0,0.99,0.9,1.0
0,0.99,0.89,0.99
0,1.0,0.82,1.0
0,0.97,0.87,1.0
0,0.99,0.9,1.0
0,1.0,0.79,1.0
0,0.99,0.74,1.0
0,1.0,0.56,1.0
0,0.98,0.77,0.98
0,1.0,0.77,1.0
0,0.99,0.47,0.99
0,0.99,0.71,0.99
0,0.98,0.61,1.0
0,0.97,0.62,1.0
0,1.0,0.72,1.0
0,1.0,0.62,1.0
0,1.0,0.53,1.0
0,0.01,0.45,1.0
0,0.01,0.41,0.0
0,0.99,0.55,1.0
0,0.0,0.46,1.0
0,0.0,0.4,1.0
0,0.01,0.4,0.0
0,0.98,0.45,0.99
0,0.01,0.46,1.0
0,0.01,0.43,0.0
0,0.02,0.26,0.02
0,0.0,0.37,0.0
0,0.02,0.41,0.02
0,0.04,0.31,0.0
0,0.0,0.33,0.0
0,0.02,0.4,0.0
0,0.0,0.22,0.01
0,0.0,0.22,0.0
0,0.01,0.24,0.01
0,0.01,0.34,0.0
0,0.0,0.16,0.0
0,0.01,0.19,0.0
0,0.03,0.14,0.0
0,0.0,0.17,0.0
0,0.01,0.24,0.01
0,0.0,0.22,0.0
0,0.01,0.11,0.01
0,0.0,0.11,0.0
0,0.0,0.28,0.0
0,0.01,0.19,0.01
0,0.03,0.11,0.02
0,0.01,0.05,0.0
0,0.02,0.06,0.02
0,0.01,0.13,0.0
0,0.01,0.05,0.01
0,0.01,0.07,0.0
0,0.0,0.03,0.0
0,0.0,0.02,0.0
0,0.0,0.05,0.0
0,0.0,0.03,0.0
0,0.01,0.07,0.01
0,0.0,0.08,0.0
0,0.0,0.01,0.0
0,0.0,0.06,0.01
0,0.0,0.02,0.0
0,0.01,0.03,0.0
0,0.01,0.01,0.0
0,0.01,0.04,0.0
0,0.0,0.0,0.0
0,0.03,0.01,0.01
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.03,0.0,0.0
0,0.04,0.02,0.01
0,0.02,0.0,0.0
0,0.0,0.0,0.0
0,0.01,0.01,0.0
0,0.01,0.02,0.01
0,0.02,0.01,0.01
