,DS,MV,proposed
0,0.9415584415584416,0.9393939393939394,0.9393939393939394
1,0.9415584415584416,0.9393939393939394,0.9437229437229437
2,0.9415584415584416,0.9393939393939394,0.9437229437229437
3,0.9415584415584416,0.9393939393939394,0.9437229437229437
4,0.9415584415584416,0.9393939393939394,0.9415584415584416
5,0.9415584415584416,0.9393939393939394,0.9415584415584416
6,0.9415584415584416,0.9393939393939394,0.9415584415584416
7,0.9415584415584416,0.9393939393939394,0.9415584415584416
8,0.9415584415584416,0.9393939393939394,0.9415584415584416
9,0.9415584415584416,0.9393939393939394,0.9415584415584416
10,0.9415584415584416,0.9393939393939394,0.9415584415584416
11,0.9415584415584416,0.9393939393939394,0.9415584415584416
12,0.9415584415584416,0.9393939393939394,0.9415584415584416
13,0.9415584415584416,0.9393939393939394,0.9415584415584416
14,0.9415584415584416,0.9393939393939394,0.9415584415584416
15,0.9415584415584416,0.9393939393939394,0.9415584415584416
16,0.9415584415584416,0.9393939393939394,0.9415584415584416
17,0.9415584415584416,0.9393939393939394,0.9415584415584416
18,0.9415584415584416,0.9393939393939394,0.9415584415584416
19,0.9415584415584416,0.9393939393939394,0.9415584415584416
20,0.9415584415584416,0.9393939393939394,0.9415584415584416
21,0.9415584415584416,0.9393939393939394,0.9415584415584416
22,0.9415584415584416,0.9393939393939394,0.9415584415584416
23,0.9415584415584416,0.9393939393939394,0.9415584415584416
24,0.9415584415584416,0.9393939393939394,0.9393939393939394
25,0.9415584415584416,0.9393939393939394,0.9415584415584416
26,0.9415584415584416,0.9393939393939394,0.9415584415584416
27,0.9415584415584416,0.9393939393939394,0.9415584415584416
28,0.9415584415584416,0.9393939393939394,0.9415584415584416
29,0.9415584415584416,0.9393939393939394,0.9415584415584416
30,0.9415584415584416,0.9393939393939394,0.9415584415584416
31,0.9415584415584416,0.9393939393939394,0.9415584415584416
32,0.9415584415584416,0.9393939393939394,0.9415584415584416
33,0.9415584415584416,0.9393939393939394,0.9415584415584416
34,0.9415584415584416,0.9393939393939394,0.9415584415584416
35,0.9415584415584416,0.9393939393939394,0.9415584415584416
36,0.9415584415584416,0.9393939393939394,0.9415584415584416
37,0.9415584415584416,0.9393939393939394,0.9415584415584416
38,0.9415584415584416,0.9393939393939394,0.9415584415584416
39,0.9415584415584416,0.9393939393939394,0.9415584415584416
40,0.9415584415584416,0.9393939393939394,0.9415584415584416
41,0.9415584415584416,0.9393939393939394,0.9415584415584416
42,0.9415584415584416,0.9393939393939394,0.9415584415584416
43,0.9415584415584416,0.9393939393939394,0.9415584415584416
44,0.9415584415584416,0.9393939393939394,0.9415584415584416
45,0.9415584415584416,0.9393939393939394,0.9415584415584416
46,0.9415584415584416,0.9393939393939394,0.9415584415584416
47,0.9415584415584416,0.9393939393939394,0.9415584415584416
48,0.9415584415584416,0.9393939393939394,0.9415584415584416
49,0.9415584415584416,0.9393939393939394,0.9415584415584416
50,0.9415584415584416,0.9393939393939394,0.9415584415584416
51,0.9415584415584416,0.9393939393939394,0.9415584415584416
52,0.9415584415584416,0.9393939393939394,0.9415584415584416
53,0.9415584415584416,0.9393939393939394,0.9415584415584416
54,0.9415584415584416,0.9393939393939394,0.9415584415584416
55,0.9415584415584416,0.9393939393939394,0.9415584415584416
56,0.9415584415584416,0.9393939393939394,0.9415584415584416
57,0.9415584415584416,0.9393939393939394,0.9415584415584416
58,0.9415584415584416,0.9393939393939394,0.9415584415584416
59,0.9415584415584416,0.9393939393939394,0.9415584415584416
60,0.9415584415584416,0.9393939393939394,0.9415584415584416
61,0.9415584415584416,0.9393939393939394,0.9415584415584416
62,0.9415584415584416,0.9393939393939394,0.9415584415584416
63,0.9415584415584416,0.9393939393939394,0.9415584415584416
64,0.9415584415584416,0.9393939393939394,0.9415584415584416
65,0.9415584415584416,0.9393939393939394,0.9415584415584416
66,0.9415584415584416,0.9393939393939394,0.9415584415584416
67,0.9415584415584416,0.9393939393939394,0.9415584415584416
68,0.9415584415584416,0.9393939393939394,0.9415584415584416
69,0.9415584415584416,0.9393939393939394,0.9415584415584416
70,0.9415584415584416,0.9393939393939394,0.9415584415584416
71,0.9415584415584416,0.9393939393939394,0.9415584415584416
72,0.9415584415584416,0.9393939393939394,0.9415584415584416
73,0.9415584415584416,0.9393939393939394,0.9415584415584416
74,0.9415584415584416,0.9393939393939394,0.9415584415584416
