,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.7,0.55,0.55,0.55
1,0.7,0.55,0.55,0.55
2,0.7,0.55,0.55,0.55
3,0.7,0.55,0.55,0.55
4,0.7,0.55,0.55,0.55
5,0.7,0.55,0.55,0.55
6,0.7,0.55,0.55,0.55
7,0.7,0.55,0.55,0.55
8,0.7,0.55,0.55,0.55
9,0.7,0.55,0.55,0.55
10,0.7,0.55,0.55,0.55
11,0.7,0.55,0.55,0.55
12,0.7,0.55,0.55,0.55
13,0.7,0.55,0.55,0.55
14,0.7,0.55,0.55,0.55
15,0.7,0.55,0.55,0.55
16,0.7,0.55,0.55,0.55
17,0.7,0.55,0.55,0.55
18,0.7,0.55,0.55,0.55
19,0.7,0.55,0.55,0.55
20,0.7,0.55,0.55,0.55
21,0.7,0.55,0.55,0.55
22,0.7,0.55,0.55,0.55
23,0.7,0.55,0.55,0.55
24,0.7,0.55,0.55,0.55
25,0.7,0.55,0.55,0.55
26,0.7,0.55,0.55,0.55
27,0.7,0.55,0.55,0.55
28,0.7,0.55,0.55,0.55
29,0.7,0.55,0.55,0.55
30,0.7,0.55,0.55,0.55
31,0.7,0.55,0.55,0.55
32,0.7,0.55,0.55,0.55
33,0.7,0.55,0.55,0.55
34,0.7,0.55,0.55,0.55
35,0.7,0.55,0.55,0.55
36,0.7,0.55,0.55,0.55
37,0.7,0.55,0.55,0.55
38,0.7,0.55,0.55,0.55
39,0.7,0.55,0.55,0.55
40,0.7,0.55,0.55,0.55
41,0.7,0.55,0.55,0.55
42,0.7,0.55,0.55,0.55
43,0.7,0.55,0.55,0.55
44,0.7,0.55,0.55,0.55
45,0.7,0.55,0.55,0.55
46,0.7,0.55,0.55,0.55
47,0.7,0.55,0.55,0.55
48,0.7,0.55,0.55,0.55
49,0.7,0.55,0.55,0.55
50,0.7,0.55,0.55,0.55
51,0.7,0.55,0.55,0.7
52,0.7,0.55,0.55,0.55
53,0.7,0.55,0.55,0.7
54,0.7,0.55,0.55,0.55
55,0.7,0.55,0.55,0.69
56,0.7,0.55,0.55,0.55
57,0.7,0.55,0.55,0.7
58,0.7,0.55,0.55,0.69
59,0.7,0.55,0.55,0.55
60,0.7,0.55,0.55,0.55
61,0.7,0.55,0.55,0.7
62,0.7,0.55,0.55,0.7
63,0.7,0.55,0.55,0.7
64,0.7,0.55,0.55,0.7
65,0.7,0.55,0.55,0.7
66,0.7,0.55,0.55,0.7
67,0.7,0.55,0.55,0.55
68,0.7,0.55,0.55,0.7
69,0.7,0.55,0.55,0.7
70,0.7,0.55,0.55,0.7
71,0.7,0.55,0.55,0.7
72,0.7,0.55,0.55,0.7
73,0.7,0.55,0.55,0.7
74,0.7,0.55,0.55,0.7
75,0.7,0.55,0.55,0.7
76,0.7,0.55,0.55,0.7
77,0.7,0.55,0.55,0.7
78,0.7,0.55,0.55,0.7
79,0.7,0.55,0.55,0.7
80,0.7,0.55,0.55,0.7
81,0.7,0.55,0.69,0.7
82,0.7,0.55,0.55,0.7
83,0.7,0.55,0.55,0.7
84,0.7,0.55,0.55,0.7
85,0.7,0.55,0.55,0.7
86,0.7,0.55,0.55,0.7
87,0.7,0.55,0.55,0.7
88,0.7,0.55,0.55,0.7
89,0.7,0.55,0.55,0.7
90,0.7,0.55,0.71,0.7
91,0.7,0.55,0.55,0.7
92,0.7,0.55,0.55,0.7
93,0.7,0.55,0.55,0.7
94,0.7,0.55,0.55,0.7
95,0.7,0.55,0.55,0.7
96,0.7,0.55,0.55,0.7
97,0.7,0.55,0.55,0.7
98,0.7,0.55,0.55,0.7
99,0.7,0.55,0.55,0.7
