,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.1,0.17,0.17,0.17
1,0.1,0.17,0.05,0.05
2,0.1,0.17,0.04,0.05
3,0.1,0.17,0.05,0.04
4,0.1,0.17,0.04,0.06
5,0.1,0.17,0.04,0.04
6,0.1,0.17,0.04,0.06
7,0.1,0.17,0.04,0.06
8,0.1,0.17,0.04,0.06
9,0.1,0.17,0.04,0.06
10,0.1,0.17,0.04,0.06
11,0.1,0.17,0.04,0.06
12,0.1,0.17,0.04,0.06
13,0.1,0.17,0.04,0.06
14,0.1,0.17,0.04,0.06
15,0.1,0.17,0.04,0.06
16,0.1,0.17,0.04,0.06
17,0.1,0.17,0.04,0.06
18,0.1,0.17,0.04,0.06
19,0.1,0.17,0.04,0.06
20,0.1,0.17,0.04,0.06
21,0.1,0.17,0.04,0.06
22,0.1,0.17,0.04,0.06
23,0.1,0.17,0.04,0.06
24,0.1,0.17,0.04,0.06
25,0.1,0.17,0.04,0.06
26,0.1,0.17,0.04,0.06
27,0.1,0.17,0.04,0.06
28,0.1,0.17,0.04,0.06
29,0.1,0.17,0.04,0.06
30,0.1,0.17,0.04,0.06
31,0.1,0.17,0.04,0.06
32,0.1,0.17,0.04,0.06
33,0.1,0.17,0.04,0.06
34,0.1,0.17,0.04,0.06
35,0.1,0.17,0.04,0.06
36,0.1,0.17,0.04,0.06
37,0.1,0.17,0.04,0.06
38,0.1,0.17,0.04,0.06
39,0.1,0.17,0.04,0.06
40,0.1,0.17,0.04,0.06
41,0.1,0.17,0.04,0.06
42,0.1,0.17,0.04,0.06
43,0.1,0.17,0.04,0.06
44,0.1,0.17,0.04,0.06
45,0.1,0.17,0.04,0.06
46,0.1,0.17,0.04,0.06
47,0.1,0.17,0.04,0.06
48,0.1,0.17,0.04,0.06
49,0.1,0.17,0.04,0.06
