,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.92,0.66,0.81,0.82
1,0.92,0.66,1.0,1.0
2,0.92,0.66,1.0,1.0
3,0.92,0.66,1.0,1.0
4,0.92,0.66,1.0,1.0
5,0.92,0.66,1.0,1.0
6,0.92,0.66,1.0,1.0
7,0.92,0.66,1.0,1.0
8,0.92,0.66,1.0,1.0
9,0.92,0.66,1.0,1.0
10,0.92,0.66,1.0,1.0
11,0.92,0.66,1.0,0.98
12,0.92,0.66,1.0,1.0
13,0.92,0.66,1.0,1.0
14,0.92,0.66,1.0,0.99
15,0.92,0.66,1.0,1.0
16,0.92,0.66,1.0,1.0
17,0.92,0.66,1.0,1.0
18,0.92,0.66,1.0,1.0
19,0.92,0.66,1.0,1.0
20,0.92,0.66,1.0,1.0
21,0.92,0.66,1.0,1.0
22,0.92,0.66,1.0,1.0
23,0.92,0.66,1.0,1.0
24,0.92,0.66,1.0,0.99
25,0.92,0.66,1.0,1.0
26,0.92,0.66,1.0,1.0
27,0.92,0.66,1.0,1.0
28,0.92,0.66,1.0,1.0
29,0.92,0.66,1.0,1.0
30,0.92,0.66,1.0,1.0
31,0.92,0.66,1.0,1.0
32,0.92,0.66,1.0,1.0
33,0.92,0.66,1.0,1.0
34,0.92,0.66,1.0,0.99
35,0.92,0.66,1.0,0.99
36,0.92,0.66,1.0,0.99
37,0.92,0.66,1.0,1.0
38,0.92,0.66,1.0,0.99
39,0.92,0.66,1.0,1.0
40,0.92,0.66,1.0,0.99
41,0.92,0.66,1.0,1.0
42,0.92,0.66,1.0,1.0
43,0.92,0.66,1.0,1.0
44,0.92,0.66,1.0,0.99
45,0.92,0.66,1.0,1.0
46,0.92,0.66,1.0,1.0
47,0.92,0.66,1.0,1.0
48,0.92,0.66,1.0,0.99
49,0.92,0.66,1.0,1.0
