,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.5,0.47,0.47,0.47
1,0.5,0.47,0.47,0.47
2,0.5,0.47,0.47,0.47
3,0.5,0.47,0.47,0.47
4,0.5,0.47,0.47,0.47
5,0.5,0.47,0.47,0.47
6,0.5,0.47,0.47,0.47
7,0.5,0.47,0.47,0.47
8,0.5,0.47,0.47,0.47
9,0.5,0.47,0.47,0.47
10,0.5,0.47,0.47,0.47
11,0.5,0.47,0.47,0.47
12,0.5,0.47,0.47,0.47
13,0.5,0.47,0.47,0.47
14,0.5,0.47,0.47,0.47
15,0.5,0.47,0.47,0.47
16,0.5,0.47,0.47,0.47
17,0.5,0.47,0.47,0.47
18,0.5,0.47,0.47,0.47
19,0.5,0.47,0.47,0.47
20,0.5,0.47,0.47,0.47
21,0.5,0.47,0.47,0.47
22,0.5,0.47,0.47,0.47
23,0.5,0.47,0.47,0.47
24,0.5,0.47,0.47,0.47
25,0.5,0.47,0.47,0.47
26,0.5,0.47,0.47,0.47
27,0.5,0.47,0.47,0.47
28,0.5,0.47,0.47,0.47
29,0.5,0.47,0.47,0.47
30,0.5,0.47,0.47,0.47
31,0.5,0.47,0.47,0.47
32,0.5,0.47,0.47,0.47
33,0.5,0.47,0.47,0.47
34,0.5,0.47,0.47,0.47
35,0.5,0.47,0.47,0.47
36,0.5,0.47,0.47,0.47
37,0.5,0.47,0.47,0.47
38,0.5,0.47,0.47,0.47
39,0.5,0.47,0.47,0.47
40,0.5,0.47,0.47,0.47
41,0.5,0.47,0.47,0.47
42,0.5,0.47,0.47,0.47
43,0.5,0.47,0.47,0.47
44,0.5,0.47,0.47,0.47
45,0.5,0.47,0.47,0.47
46,0.5,0.47,0.47,0.47
47,0.5,0.47,0.47,0.47
48,0.5,0.47,0.47,0.47
49,0.5,0.47,0.47,0.47
50,0.5,0.47,0.47,0.47
51,0.5,0.47,0.47,0.47
52,0.5,0.47,0.47,0.47
53,0.5,0.47,0.47,0.47
54,0.5,0.47,0.47,0.47
55,0.5,0.47,0.47,0.47
56,0.5,0.47,0.47,0.47
57,0.5,0.47,0.47,0.47
58,0.5,0.47,0.47,0.47
59,0.5,0.47,0.47,0.47
60,0.5,0.47,0.47,0.47
61,0.5,0.47,0.47,0.47
62,0.5,0.47,0.47,0.47
63,0.5,0.47,0.47,0.47
64,0.5,0.47,0.47,0.47
65,0.5,0.47,0.47,0.47
66,0.5,0.47,0.47,0.47
67,0.5,0.47,0.47,0.47
68,0.5,0.47,0.47,0.47
69,0.5,0.47,0.47,0.47
70,0.5,0.47,0.47,0.47
71,0.5,0.47,0.47,0.47
72,0.5,0.47,0.47,0.47
73,0.5,0.47,0.47,0.47
74,0.5,0.47,0.47,0.47
75,0.5,0.47,0.47,0.47
76,0.5,0.47,0.47,0.47
77,0.5,0.47,0.47,0.47
78,0.5,0.47,0.47,0.47
79,0.5,0.47,0.47,0.47
80,0.5,0.47,0.47,0.47
81,0.5,0.47,0.47,0.47
82,0.5,0.47,0.47,0.47
83,0.5,0.47,0.47,0.47
84,0.5,0.47,0.47,0.47
85,0.5,0.47,0.47,0.47
86,0.5,0.47,0.47,0.47
87,0.5,0.47,0.47,0.47
88,0.5,0.47,0.47,0.47
89,0.5,0.47,0.47,0.47
90,0.5,0.47,0.47,0.47
91,0.5,0.47,0.47,0.47
92,0.5,0.47,0.47,0.47
93,0.5,0.47,0.47,0.47
94,0.5,0.47,0.47,0.47
95,0.5,0.47,0.47,0.47
96,0.5,0.47,0.47,0.47
97,0.5,0.47,0.47,0.47
98,0.5,0.47,0.47,0.47
99,0.5,0.47,0.47,0.47
