,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.97,0.8,0.8,0.8
1,0.97,0.8,0.8,0.8
2,0.97,0.8,0.8,0.8
3,0.97,0.8,0.77,0.77
4,0.97,0.8,0.8,0.8
5,0.97,0.8,0.77,0.77
6,0.97,0.8,0.8,0.8
7,0.97,0.8,0.77,0.77
8,0.97,0.8,0.77,0.77
9,0.97,0.8,0.8,0.8
10,0.97,0.8,0.77,0.77
11,0.97,0.8,0.77,0.77
12,0.97,0.8,0.77,0.77
13,0.97,0.8,0.77,0.77
14,0.97,0.8,0.77,0.77
15,0.97,0.8,0.8,0.77
16,0.97,0.8,0.77,0.77
17,0.97,0.8,0.77,0.77
18,0.97,0.8,0.77,0.77
19,0.97,0.8,0.77,0.77
20,0.97,0.8,0.77,0.77
21,0.97,0.8,0.77,0.77
22,0.97,0.8,0.77,0.77
23,0.97,0.8,0.77,0.77
24,0.97,0.8,0.77,0.77
25,0.97,0.8,0.77,0.77
26,0.97,0.8,0.77,0.77
27,0.97,0.8,0.77,0.77
28,0.97,0.8,0.77,0.77
29,0.97,0.8,0.77,0.77
30,0.97,0.8,0.77,0.77
31,0.97,0.8,0.77,0.77
32,0.97,0.8,0.77,0.77
33,0.97,0.8,0.77,0.77
34,0.97,0.8,0.77,0.77
35,0.97,0.8,0.77,0.77
36,0.97,0.8,0.77,0.77
37,0.97,0.8,0.77,0.77
38,0.97,0.8,0.77,0.77
39,0.97,0.8,0.77,0.77
40,0.97,0.8,0.77,0.77
41,0.97,0.8,0.77,0.77
42,0.97,0.8,0.77,0.77
43,0.97,0.8,0.77,0.77
44,0.97,0.8,0.77,0.77
45,0.97,0.8,0.77,0.77
46,0.97,0.8,0.77,0.77
47,0.97,0.8,0.77,0.77
48,0.97,0.8,0.77,0.77
49,0.97,0.8,0.77,0.77
