,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.5,0.67,0.67,0.67
1,0.5,0.67,0.67,0.67
2,0.5,0.67,0.67,0.67
3,0.5,0.67,0.67,0.67
4,0.5,0.67,0.67,0.67
5,0.5,0.67,0.67,0.67
6,0.5,0.67,0.67,0.67
7,0.5,0.67,0.67,0.67
8,0.5,0.67,0.67,0.67
9,0.5,0.67,0.67,0.67
10,0.5,0.67,0.67,0.67
11,0.5,0.67,0.67,0.67
12,0.5,0.67,0.67,0.67
13,0.5,0.67,0.67,0.67
14,0.5,0.67,0.67,0.67
15,0.5,0.67,0.67,0.67
16,0.5,0.67,0.67,0.67
17,0.5,0.67,0.67,0.67
18,0.5,0.67,0.67,0.67
19,0.5,0.67,0.67,0.67
20,0.5,0.67,0.67,0.67
21,0.5,0.67,0.67,0.67
22,0.5,0.67,0.67,0.67
23,0.5,0.67,0.67,0.67
24,0.5,0.67,0.67,0.67
25,0.5,0.67,0.67,0.67
26,0.5,0.67,0.67,0.67
27,0.5,0.67,0.67,0.67
28,0.5,0.67,0.67,0.67
29,0.5,0.67,0.67,0.67
30,0.5,0.67,0.67,0.67
31,0.5,0.67,0.67,0.67
32,0.5,0.67,0.67,0.67
33,0.5,0.67,0.67,0.67
34,0.5,0.67,0.67,0.67
35,0.5,0.67,0.67,0.67
36,0.5,0.67,0.67,0.67
37,0.5,0.67,0.67,0.67
38,0.5,0.67,0.67,0.67
39,0.5,0.67,0.67,0.67
40,0.5,0.67,0.67,0.67
41,0.5,0.67,0.67,0.67
42,0.5,0.67,0.67,0.67
43,0.5,0.67,0.67,0.67
44,0.5,0.67,0.67,0.67
45,0.5,0.67,0.67,0.67
46,0.5,0.67,0.67,0.67
47,0.5,0.67,0.67,0.67
48,0.5,0.67,0.67,0.67
49,0.5,0.67,0.67,0.67
