,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.1,0.07,0.03,0.07
1,0.1,0.07,0.02,0.02
2,0.1,0.07,0.02,0.01
3,0.1,0.07,0.02,0.01
4,0.1,0.07,0.02,0.01
5,0.1,0.07,0.02,0.01
6,0.1,0.07,0.02,0.02
7,0.1,0.07,0.02,0.01
8,0.1,0.07,0.02,0.02
9,0.1,0.07,0.02,0.02
10,0.1,0.07,0.02,0.01
11,0.1,0.07,0.02,0.01
12,0.1,0.07,0.02,0.01
13,0.1,0.07,0.02,0.02
14,0.1,0.07,0.02,0.02
15,0.1,0.07,0.02,0.02
16,0.1,0.07,0.02,0.02
17,0.1,0.07,0.02,0.02
18,0.1,0.07,0.02,0.02
19,0.1,0.07,0.02,0.02
20,0.1,0.07,0.02,0.02
21,0.1,0.07,0.02,0.02
22,0.1,0.07,0.02,0.02
23,0.1,0.07,0.02,0.02
24,0.1,0.07,0.02,0.02
25,0.1,0.07,0.02,0.02
26,0.1,0.07,0.02,0.02
27,0.1,0.07,0.02,0.02
28,0.1,0.07,0.02,0.02
29,0.1,0.07,0.02,0.02
30,0.1,0.07,0.02,0.02
31,0.1,0.07,0.02,0.02
32,0.1,0.07,0.02,0.02
33,0.1,0.07,0.02,0.02
34,0.1,0.07,0.02,0.02
35,0.1,0.07,0.02,0.02
36,0.1,0.07,0.02,0.02
37,0.1,0.07,0.02,0.02
38,0.1,0.07,0.02,0.02
39,0.1,0.07,0.02,0.02
40,0.1,0.07,0.02,0.02
41,0.1,0.07,0.02,0.02
42,0.1,0.07,0.02,0.02
43,0.1,0.07,0.02,0.02
44,0.1,0.07,0.02,0.02
45,0.1,0.07,0.02,0.02
46,0.1,0.07,0.02,0.02
47,0.1,0.07,0.02,0.02
48,0.1,0.07,0.02,0.02
49,0.1,0.07,0.02,0.02
50,0.1,0.07,0.02,0.02
51,0.1,0.07,0.02,0.02
52,0.1,0.07,0.02,0.02
53,0.1,0.07,0.02,0.02
54,0.1,0.07,0.02,0.02
55,0.1,0.07,0.02,0.02
56,0.1,0.07,0.02,0.02
57,0.1,0.07,0.02,0.02
58,0.1,0.07,0.02,0.02
59,0.1,0.07,0.02,0.02
60,0.1,0.07,0.02,0.02
61,0.1,0.07,0.02,0.02
62,0.1,0.07,0.02,0.02
63,0.1,0.07,0.02,0.02
64,0.1,0.07,0.02,0.02
65,0.1,0.07,0.02,0.02
66,0.1,0.07,0.02,0.02
67,0.1,0.07,0.02,0.02
68,0.1,0.07,0.02,0.02
69,0.1,0.07,0.02,0.02
70,0.1,0.07,0.02,0.02
71,0.1,0.07,0.02,0.02
72,0.1,0.07,0.02,0.02
73,0.1,0.07,0.02,0.02
74,0.1,0.07,0.02,0.02
75,0.1,0.07,0.02,0.02
76,0.1,0.07,0.02,0.02
77,0.1,0.07,0.02,0.02
78,0.1,0.07,0.02,0.02
79,0.1,0.07,0.02,0.02
80,0.1,0.07,0.02,0.02
81,0.1,0.07,0.02,0.02
82,0.1,0.07,0.02,0.02
83,0.1,0.07,0.02,0.02
84,0.1,0.07,0.02,0.02
85,0.1,0.07,0.02,0.02
86,0.1,0.07,0.02,0.02
87,0.1,0.07,0.02,0.02
88,0.1,0.07,0.02,0.02
89,0.1,0.07,0.02,0.02
90,0.1,0.07,0.02,0.02
91,0.1,0.07,0.02,0.02
92,0.1,0.07,0.02,0.02
93,0.1,0.07,0.02,0.02
94,0.1,0.07,0.02,0.02
95,0.1,0.07,0.02,0.02
96,0.1,0.07,0.02,0.02
97,0.1,0.07,0.02,0.02
98,0.1,0.07,0.02,0.02
99,0.1,0.07,0.02,0.02
