,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.3,0.49,0.49,0.49
1,0.3,0.49,0.49,0.49
2,0.3,0.49,0.49,0.49
3,0.3,0.49,0.49,0.49
4,0.3,0.49,0.49,0.49
5,0.3,0.49,0.49,0.49
6,0.3,0.49,0.49,0.49
7,0.3,0.49,0.49,0.49
8,0.3,0.49,0.49,0.49
9,0.3,0.49,0.49,0.49
10,0.3,0.49,0.49,0.49
11,0.3,0.49,0.49,0.49
12,0.3,0.49,0.49,0.49
13,0.3,0.49,0.49,0.49
14,0.3,0.49,0.49,0.49
15,0.3,0.49,0.49,0.49
16,0.3,0.49,0.49,0.49
17,0.3,0.49,0.49,0.49
18,0.3,0.49,0.49,0.49
19,0.3,0.49,0.49,0.49
20,0.3,0.49,0.49,0.49
21,0.3,0.49,0.49,0.49
22,0.3,0.49,0.49,0.49
23,0.3,0.49,0.49,0.49
24,0.3,0.49,0.49,0.49
25,0.3,0.49,0.49,0.49
26,0.3,0.49,0.49,0.49
27,0.3,0.49,0.49,0.49
28,0.3,0.49,0.49,0.49
29,0.3,0.49,0.49,0.49
30,0.3,0.49,0.49,0.49
31,0.3,0.49,0.49,0.49
32,0.3,0.49,0.49,0.49
33,0.3,0.49,0.49,0.49
34,0.3,0.49,0.49,0.49
35,0.3,0.49,0.49,0.49
36,0.3,0.49,0.49,0.49
37,0.3,0.49,0.49,0.49
38,0.3,0.49,0.49,0.49
39,0.3,0.49,0.49,0.49
40,0.3,0.49,0.49,0.49
41,0.3,0.49,0.49,0.49
42,0.3,0.49,0.49,0.49
43,0.3,0.49,0.49,0.49
44,0.3,0.49,0.49,0.49
45,0.3,0.49,0.49,0.49
46,0.3,0.49,0.49,0.49
47,0.3,0.49,0.49,0.49
48,0.3,0.49,0.49,0.49
49,0.3,0.49,0.49,0.49
