,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.82,0.82,0.82
1,0.9,0.82,0.99,0.87
2,0.9,0.82,0.97,0.98
3,0.9,0.82,0.97,0.89
4,0.9,0.82,0.97,0.96
5,0.9,0.82,0.97,0.89
6,0.9,0.82,0.97,0.89
7,0.9,0.82,0.97,0.96
8,0.9,0.82,0.97,0.98
9,0.9,0.82,0.97,0.96
10,0.9,0.82,0.97,0.98
11,0.9,0.82,0.97,0.98
12,0.9,0.82,0.97,0.95
13,0.9,0.82,0.97,0.89
14,0.9,0.82,0.97,0.98
15,0.9,0.82,0.97,0.96
16,0.9,0.82,0.97,0.96
17,0.9,0.82,0.97,0.96
18,0.9,0.82,0.97,0.96
19,0.9,0.82,0.97,0.96
20,0.9,0.82,0.97,0.98
21,0.9,0.82,0.97,0.96
22,0.9,0.82,0.97,0.9
23,0.9,0.82,0.97,0.9
24,0.9,0.82,0.97,0.96
25,0.9,0.82,0.97,0.96
26,0.9,0.82,0.97,0.89
27,0.9,0.82,0.97,0.91
28,0.9,0.82,0.97,0.89
29,0.9,0.82,0.97,0.89
30,0.9,0.82,0.97,0.89
31,0.9,0.82,0.97,0.9
32,0.9,0.82,0.97,0.89
33,0.9,0.82,0.97,0.9
34,0.9,0.82,0.97,0.89
35,0.9,0.82,0.97,0.9
36,0.9,0.82,0.97,0.89
37,0.9,0.82,0.97,0.9
38,0.9,0.82,0.97,0.89
39,0.9,0.82,0.97,0.9
40,0.9,0.82,0.97,0.9
41,0.9,0.82,0.97,0.9
42,0.9,0.82,0.97,0.88
43,0.9,0.82,0.97,0.89
44,0.9,0.82,0.97,0.88
45,0.9,0.82,0.97,0.88
46,0.9,0.82,0.97,0.88
47,0.9,0.82,0.97,0.89
48,0.9,0.82,0.97,0.87
49,0.9,0.82,0.97,0.88
50,0.9,0.82,0.97,0.88
51,0.9,0.82,0.97,0.87
52,0.9,0.82,0.97,0.88
53,0.9,0.82,0.97,0.88
54,0.9,0.82,0.97,0.88
55,0.9,0.82,0.97,0.86
56,0.9,0.82,0.97,0.88
57,0.9,0.82,0.97,0.86
58,0.9,0.82,0.97,0.88
59,0.9,0.82,0.97,0.85
60,0.9,0.82,0.97,0.87
61,0.9,0.82,0.97,0.88
62,0.9,0.82,0.97,0.88
63,0.9,0.82,0.97,0.86
64,0.9,0.82,0.97,0.88
65,0.9,0.82,0.97,0.87
66,0.9,0.82,0.97,0.87
67,0.9,0.82,0.97,0.88
68,0.9,0.82,0.97,0.87
69,0.9,0.82,0.97,0.87
70,0.9,0.82,0.97,0.88
71,0.9,0.82,0.97,0.88
72,0.9,0.82,0.97,0.88
73,0.9,0.82,0.97,0.87
74,0.9,0.82,0.97,0.88
75,0.9,0.82,0.97,0.88
76,0.9,0.82,0.97,0.88
77,0.9,0.82,0.97,0.87
78,0.9,0.82,0.97,0.86
79,0.9,0.82,0.97,0.86
80,0.9,0.82,0.97,0.86
81,0.9,0.82,0.97,0.86
82,0.9,0.82,0.97,0.86
83,0.9,0.82,0.97,0.87
84,0.9,0.82,0.97,0.86
85,0.9,0.82,0.97,0.87
86,0.9,0.82,0.97,0.87
87,0.9,0.82,0.97,0.88
88,0.9,0.82,0.97,0.86
89,0.9,0.82,0.97,0.86
90,0.9,0.82,0.97,0.87
91,0.9,0.82,0.97,0.87
92,0.9,0.82,0.97,0.87
93,0.9,0.82,0.97,0.88
94,0.9,0.82,0.97,0.86
95,0.9,0.82,0.97,0.88
96,0.9,0.82,0.97,0.87
97,0.9,0.82,0.97,0.87
98,0.9,0.82,0.97,0.88
99,0.9,0.82,0.97,0.88
