,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.1,0.36,0.12,0.1
1,0.1,0.36,0.01,0.25
2,0.1,0.36,0.01,0.23
3,0.1,0.36,0.01,0.24
4,0.1,0.36,0.01,0.23
5,0.1,0.36,0.01,0.24
6,0.1,0.36,0.01,0.23
7,0.1,0.36,0.01,0.23
8,0.1,0.36,0.01,0.19
9,0.1,0.36,0.01,0.19
10,0.1,0.36,0.01,0.22
11,0.1,0.36,0.01,0.23
12,0.1,0.36,0.01,0.18
13,0.1,0.36,0.01,0.23
14,0.1,0.36,0.01,0.18
15,0.1,0.36,0.01,0.23
16,0.1,0.36,0.01,0.23
17,0.1,0.36,0.01,0.18
18,0.1,0.36,0.01,0.19
19,0.1,0.36,0.01,0.23
20,0.1,0.36,0.01,0.18
21,0.1,0.36,0.01,0.23
22,0.1,0.36,0.01,0.18
23,0.1,0.36,0.01,0.19
24,0.1,0.36,0.01,0.23
25,0.1,0.36,0.01,0.18
26,0.1,0.36,0.01,0.19
27,0.1,0.36,0.01,0.23
28,0.1,0.36,0.01,0.17
29,0.1,0.36,0.01,0.18
30,0.1,0.36,0.01,0.18
31,0.1,0.36,0.01,0.23
32,0.1,0.36,0.01,0.17
33,0.1,0.36,0.01,0.18
34,0.1,0.36,0.01,0.17
35,0.1,0.36,0.01,0.17
36,0.1,0.36,0.01,0.18
37,0.1,0.36,0.01,0.23
38,0.1,0.36,0.01,0.74
39,0.1,0.36,0.01,0.18
40,0.1,0.36,0.01,0.23
41,0.1,0.36,0.01,0.19
42,0.1,0.36,0.01,0.74
43,0.1,0.36,0.01,0.23
44,0.1,0.36,0.01,0.18
45,0.1,0.36,0.01,0.23
46,0.1,0.36,0.01,0.23
47,0.1,0.36,0.01,0.23
48,0.1,0.36,0.01,0.74
49,0.1,0.36,0.01,0.74
