,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.02,0.03,0.03,0.03
1,0.02,0.03,0.03,0.02
2,0.02,0.03,0.03,0.03
3,0.02,0.03,0.03,0.03
4,0.02,0.03,0.03,0.03
5,0.02,0.03,0.03,0.03
6,0.02,0.03,0.03,0.03
7,0.02,0.03,0.03,0.03
8,0.02,0.03,0.03,0.03
9,0.02,0.03,0.03,0.03
10,0.02,0.03,0.03,0.03
11,0.02,0.03,0.03,0.03
12,0.02,0.03,0.03,0.03
13,0.02,0.03,0.03,0.03
14,0.02,0.03,0.03,0.03
15,0.02,0.03,0.03,0.03
16,0.02,0.03,0.03,0.03
17,0.02,0.03,0.03,0.03
18,0.02,0.03,0.03,0.03
19,0.02,0.03,0.03,0.03
20,0.02,0.03,0.03,0.03
21,0.02,0.03,0.03,0.03
22,0.02,0.03,0.03,0.03
23,0.02,0.03,0.03,0.03
24,0.02,0.03,0.03,0.03
25,0.02,0.03,0.03,0.03
26,0.02,0.03,0.03,0.03
27,0.02,0.03,0.03,0.03
28,0.02,0.03,0.03,0.03
29,0.02,0.03,0.03,0.03
30,0.02,0.03,0.03,0.03
31,0.02,0.03,0.03,0.03
32,0.02,0.03,0.03,0.03
33,0.02,0.03,0.03,0.03
34,0.02,0.03,0.03,0.03
35,0.02,0.03,0.03,0.03
36,0.02,0.03,0.03,0.03
37,0.02,0.03,0.03,0.03
38,0.02,0.03,0.03,0.03
39,0.02,0.03,0.03,0.03
40,0.02,0.03,0.03,0.03
41,0.02,0.03,0.03,0.03
42,0.02,0.03,0.03,0.03
43,0.02,0.03,0.03,0.03
44,0.02,0.03,0.03,0.03
45,0.02,0.03,0.03,0.03
46,0.02,0.03,0.03,0.03
47,0.02,0.03,0.03,0.03
48,0.02,0.03,0.03,0.03
49,0.02,0.03,0.03,0.03
