,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.2,0.4,0.4,0.4
1,0.2,0.4,0.4,0.4
2,0.2,0.4,0.4,0.4
3,0.2,0.4,0.4,0.4
4,0.2,0.4,0.4,0.4
5,0.2,0.4,0.4,0.4
6,0.2,0.4,0.4,0.4
7,0.2,0.4,0.4,0.4
8,0.2,0.4,0.4,0.4
9,0.2,0.4,0.4,0.4
10,0.2,0.4,0.4,0.4
11,0.2,0.4,0.4,0.4
12,0.2,0.4,0.4,0.4
13,0.2,0.4,0.4,0.4
14,0.2,0.4,0.4,0.4
15,0.2,0.4,0.4,0.2
16,0.2,0.4,0.4,0.4
17,0.2,0.4,0.4,0.4
18,0.2,0.4,0.4,0.4
19,0.2,0.4,0.2,0.2
20,0.2,0.4,0.4,0.2
21,0.2,0.4,0.2,0.2
22,0.2,0.4,0.4,0.4
23,0.2,0.4,0.2,0.2
24,0.2,0.4,0.2,0.2
25,0.2,0.4,0.4,0.2
26,0.2,0.4,0.2,0.2
27,0.2,0.4,0.2,0.2
28,0.2,0.4,0.2,0.2
29,0.2,0.4,0.2,0.2
30,0.2,0.4,0.2,0.2
31,0.2,0.4,0.2,0.2
32,0.2,0.4,0.2,0.2
33,0.2,0.4,0.2,0.2
34,0.2,0.4,0.19,0.2
35,0.2,0.4,0.2,0.2
36,0.2,0.4,0.2,0.2
37,0.2,0.4,0.2,0.2
38,0.2,0.4,0.2,0.2
39,0.2,0.4,0.2,0.2
40,0.2,0.4,0.2,0.2
41,0.2,0.4,0.2,0.2
42,0.2,0.4,0.2,0.2
43,0.2,0.4,0.2,0.2
44,0.2,0.4,0.19,0.2
45,0.2,0.4,0.2,0.2
46,0.2,0.4,0.19,0.2
47,0.2,0.4,0.2,0.2
48,0.2,0.4,0.2,0.2
49,0.2,0.4,0.2,0.2
