,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.63,0.8,0.79,0.79
1,0.63,0.8,0.79,0.79
2,0.63,0.8,0.79,0.79
3,0.63,0.8,0.79,0.79
4,0.63,0.8,0.79,0.79
5,0.63,0.8,0.79,0.79
6,0.63,0.8,0.79,0.79
7,0.63,0.8,0.79,0.79
8,0.63,0.8,0.79,0.79
9,0.63,0.8,0.79,0.79
10,0.63,0.8,0.79,0.79
11,0.63,0.8,0.79,0.79
12,0.63,0.8,0.79,0.79
13,0.63,0.8,0.79,0.79
14,0.63,0.8,0.79,0.79
15,0.63,0.8,0.79,0.79
16,0.63,0.8,0.79,0.79
17,0.63,0.8,0.79,0.79
18,0.63,0.8,0.79,0.79
19,0.63,0.8,0.79,0.79
20,0.63,0.8,0.79,0.79
21,0.63,0.8,0.79,0.79
22,0.63,0.8,0.79,0.79
23,0.63,0.8,0.79,0.79
24,0.63,0.8,0.79,0.79
25,0.63,0.8,0.79,0.79
26,0.63,0.8,0.79,0.79
27,0.63,0.8,0.79,0.79
28,0.63,0.8,0.79,0.79
29,0.63,0.8,0.79,0.79
30,0.63,0.8,0.79,0.79
31,0.63,0.8,0.79,0.79
32,0.63,0.8,0.79,0.79
33,0.63,0.8,0.79,0.79
34,0.63,0.8,0.79,0.79
35,0.63,0.8,0.79,0.79
36,0.63,0.8,0.79,0.79
37,0.63,0.8,0.79,0.79
38,0.63,0.8,0.79,0.79
39,0.63,0.8,0.79,0.79
40,0.63,0.8,0.79,0.79
41,0.63,0.8,0.79,0.79
42,0.63,0.8,0.79,0.79
43,0.63,0.8,0.79,0.79
44,0.63,0.8,0.79,0.79
45,0.63,0.8,0.79,0.79
46,0.63,0.8,0.79,0.79
47,0.63,0.8,0.79,0.79
48,0.63,0.8,0.79,0.79
49,0.63,0.8,0.79,0.79
50,0.63,0.8,0.79,0.8
51,0.63,0.8,0.79,0.79
52,0.63,0.8,0.79,0.8
53,0.63,0.8,0.79,0.79
54,0.63,0.8,0.79,0.8
55,0.63,0.8,0.79,0.79
56,0.63,0.8,0.79,0.79
57,0.63,0.8,0.79,0.8
58,0.63,0.8,0.79,0.79
59,0.63,0.8,0.79,0.79
60,0.63,0.8,0.79,0.8
61,0.63,0.8,0.79,0.79
62,0.63,0.8,0.79,0.8
63,0.63,0.8,0.79,0.8
64,0.63,0.8,0.79,0.79
65,0.63,0.8,0.79,0.8
66,0.63,0.8,0.79,0.8
67,0.63,0.8,0.79,0.79
68,0.63,0.8,0.79,0.8
69,0.63,0.8,0.79,0.8
70,0.63,0.8,0.79,0.8
71,0.63,0.8,0.79,0.8
72,0.63,0.8,0.79,0.8
73,0.63,0.8,0.79,0.8
74,0.63,0.8,0.79,0.8
75,0.63,0.8,0.79,0.8
76,0.63,0.8,0.79,0.8
77,0.63,0.8,0.79,0.8
78,0.63,0.8,0.79,0.8
79,0.63,0.8,0.79,0.8
80,0.63,0.8,0.79,0.8
81,0.63,0.8,0.79,0.8
82,0.63,0.8,0.79,0.8
83,0.63,0.8,0.79,0.8
84,0.63,0.8,0.79,0.8
85,0.63,0.8,0.79,0.8
86,0.63,0.8,0.79,0.8
87,0.63,0.8,0.79,0.8
88,0.63,0.8,0.79,0.8
89,0.63,0.8,0.79,0.8
90,0.63,0.8,0.79,0.8
91,0.63,0.8,0.79,0.8
92,0.63,0.8,0.79,0.8
93,0.63,0.8,0.79,0.8
94,0.63,0.8,0.79,0.8
95,0.63,0.8,0.79,0.8
96,0.63,0.8,0.79,0.8
97,0.63,0.8,0.79,0.8
98,0.63,0.8,0.79,0.8
99,0.63,0.8,0.79,0.8
