,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.07,0.06,0.06,0.06
1,0.07,0.06,0.02,0.04
2,0.07,0.06,0.02,0.04
3,0.07,0.06,0.03,0.04
4,0.07,0.06,0.02,0.03
5,0.07,0.06,0.02,0.03
6,0.07,0.06,0.03,0.04
7,0.07,0.06,0.03,0.03
8,0.07,0.06,0.02,0.02
9,0.07,0.06,0.02,0.02
10,0.07,0.06,0.02,0.02
11,0.07,0.06,0.02,0.02
12,0.07,0.06,0.02,0.02
13,0.07,0.06,0.02,0.02
14,0.07,0.06,0.02,0.02
15,0.07,0.06,0.02,0.02
16,0.07,0.06,0.02,0.02
17,0.07,0.06,0.02,0.02
18,0.07,0.06,0.02,0.02
19,0.07,0.06,0.02,0.02
20,0.07,0.06,0.02,0.02
21,0.07,0.06,0.02,0.02
22,0.07,0.06,0.02,0.02
23,0.07,0.06,0.02,0.02
24,0.07,0.06,0.02,0.02
25,0.07,0.06,0.02,0.02
26,0.07,0.06,0.02,0.02
27,0.07,0.06,0.02,0.02
28,0.07,0.06,0.02,0.02
29,0.07,0.06,0.02,0.02
30,0.07,0.06,0.02,0.02
31,0.07,0.06,0.02,0.02
32,0.07,0.06,0.02,0.02
33,0.07,0.06,0.02,0.02
34,0.07,0.06,0.02,0.02
35,0.07,0.06,0.02,0.02
36,0.07,0.06,0.02,0.02
37,0.07,0.06,0.02,0.02
38,0.07,0.06,0.02,0.02
39,0.07,0.06,0.02,0.02
40,0.07,0.06,0.02,0.02
41,0.07,0.06,0.02,0.02
42,0.07,0.06,0.02,0.02
43,0.07,0.06,0.02,0.02
44,0.07,0.06,0.02,0.02
45,0.07,0.06,0.02,0.02
46,0.07,0.06,0.02,0.02
47,0.07,0.06,0.02,0.02
48,0.07,0.06,0.02,0.02
49,0.07,0.06,0.02,0.02
