,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.88,0.89,0.89
1,0.9,0.88,0.96,0.96
2,0.9,0.88,0.96,0.96
3,0.9,0.88,0.96,0.96
4,0.9,0.88,0.96,0.96
5,0.9,0.88,0.96,0.96
6,0.9,0.88,0.96,0.96
7,0.9,0.88,0.96,0.96
8,0.9,0.88,0.96,0.96
9,0.9,0.88,0.96,0.96
10,0.9,0.88,0.96,0.96
11,0.9,0.88,0.96,0.96
12,0.9,0.88,0.96,0.96
13,0.9,0.88,0.96,0.96
14,0.9,0.88,0.96,0.96
15,0.9,0.88,0.96,0.96
16,0.9,0.88,0.96,0.96
17,0.9,0.88,0.96,0.96
18,0.9,0.88,0.96,0.96
19,0.9,0.88,0.96,0.96
20,0.9,0.88,0.96,0.96
21,0.9,0.88,0.96,0.96
22,0.9,0.88,0.96,0.96
23,0.9,0.88,0.96,0.96
24,0.9,0.88,0.96,0.96
25,0.9,0.88,0.96,0.96
26,0.9,0.88,0.96,0.96
27,0.9,0.88,0.96,0.96
28,0.9,0.88,0.96,0.96
29,0.9,0.88,0.96,0.96
30,0.9,0.88,0.96,0.96
31,0.9,0.88,0.96,0.96
32,0.9,0.88,0.96,0.96
33,0.9,0.88,0.96,0.96
34,0.9,0.88,0.96,0.96
35,0.9,0.88,0.96,0.96
36,0.9,0.88,0.96,0.96
37,0.9,0.88,0.96,0.96
38,0.9,0.88,0.96,0.96
39,0.9,0.88,0.96,0.96
40,0.9,0.88,0.96,0.96
41,0.9,0.88,0.96,0.96
42,0.9,0.88,0.96,0.96
43,0.9,0.88,0.96,0.96
44,0.9,0.88,0.96,0.96
45,0.9,0.88,0.96,0.96
46,0.9,0.88,0.96,0.96
47,0.9,0.88,0.96,0.96
48,0.9,0.88,0.96,0.96
49,0.9,0.88,0.96,0.96
