,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.6,0.61,0.61,0.61
1,0.6,0.61,0.61,0.61
2,0.6,0.61,0.61,0.61
3,0.6,0.61,0.61,0.61
4,0.6,0.61,0.61,0.61
5,0.6,0.61,0.61,0.61
6,0.6,0.61,0.61,0.61
7,0.6,0.61,0.61,0.61
8,0.6,0.61,0.61,0.61
9,0.6,0.61,0.61,0.61
10,0.6,0.61,0.61,0.61
11,0.6,0.61,0.61,0.61
12,0.6,0.61,0.61,0.61
13,0.6,0.61,0.61,0.61
14,0.6,0.61,0.61,0.61
15,0.6,0.61,0.61,0.61
16,0.6,0.61,0.61,0.61
17,0.6,0.61,0.61,0.61
18,0.6,0.61,0.61,0.61
19,0.6,0.61,0.61,0.61
20,0.6,0.61,0.61,0.61
21,0.6,0.61,0.61,0.61
22,0.6,0.61,0.61,0.61
23,0.6,0.61,0.61,0.61
24,0.6,0.61,0.61,0.61
25,0.6,0.61,0.61,0.61
26,0.6,0.61,0.61,0.61
27,0.6,0.61,0.61,0.61
28,0.6,0.61,0.61,0.61
29,0.6,0.61,0.61,0.61
30,0.6,0.61,0.61,0.61
31,0.6,0.61,0.61,0.61
32,0.6,0.61,0.61,0.61
33,0.6,0.61,0.61,0.61
34,0.6,0.61,0.61,0.61
35,0.6,0.61,0.61,0.61
36,0.6,0.61,0.61,0.61
37,0.6,0.61,0.61,0.61
38,0.6,0.61,0.61,0.61
39,0.6,0.61,0.61,0.61
40,0.6,0.61,0.61,0.61
41,0.6,0.61,0.61,0.61
42,0.6,0.61,0.61,0.61
43,0.6,0.61,0.61,0.61
44,0.6,0.61,0.61,0.61
45,0.6,0.61,0.61,0.61
46,0.6,0.61,0.61,0.61
47,0.6,0.61,0.61,0.61
48,0.6,0.61,0.61,0.61
49,0.6,0.61,0.61,0.61
