,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.89,0.9,0.9
1,0.9,0.89,0.89,0.89
2,0.9,0.89,0.89,0.89
3,0.9,0.89,0.89,0.89
4,0.9,0.89,0.89,0.89
5,0.9,0.89,0.89,0.89
6,0.9,0.89,0.89,0.89
7,0.9,0.89,0.89,0.89
8,0.9,0.89,0.89,0.89
9,0.9,0.89,0.89,0.89
10,0.9,0.89,0.89,0.89
11,0.9,0.89,0.89,0.89
12,0.9,0.89,0.89,0.89
13,0.9,0.89,0.89,0.89
14,0.9,0.89,0.89,0.89
15,0.9,0.89,0.89,0.89
16,0.9,0.89,0.89,0.89
17,0.9,0.89,0.89,0.89
18,0.9,0.89,0.89,0.89
19,0.9,0.89,0.89,0.89
20,0.9,0.89,0.89,0.89
21,0.9,0.89,0.89,0.89
22,0.9,0.89,0.89,0.89
23,0.9,0.89,0.89,0.89
24,0.9,0.89,0.89,0.89
25,0.9,0.89,0.89,0.89
26,0.9,0.89,0.89,0.89
27,0.9,0.89,0.89,0.89
28,0.9,0.89,0.89,0.89
29,0.9,0.89,0.89,0.89
30,0.9,0.89,0.89,0.89
31,0.9,0.89,0.89,0.89
32,0.9,0.89,0.89,0.89
33,0.9,0.89,0.89,0.89
34,0.9,0.89,0.89,0.89
35,0.9,0.89,0.89,0.89
36,0.9,0.89,0.89,0.89
37,0.9,0.89,0.89,0.89
38,0.9,0.89,0.89,0.89
39,0.9,0.89,0.89,0.89
40,0.9,0.89,0.89,0.89
41,0.9,0.89,0.89,0.89
42,0.9,0.89,0.89,0.89
43,0.9,0.89,0.89,0.89
44,0.9,0.89,0.89,0.89
45,0.9,0.89,0.89,0.89
46,0.9,0.89,0.89,0.89
47,0.9,0.89,0.89,0.89
48,0.9,0.89,0.89,0.89
49,0.9,0.89,0.89,0.89
50,0.9,0.89,0.89,0.89
51,0.9,0.89,0.89,0.89
52,0.9,0.89,0.89,0.89
53,0.9,0.89,0.89,0.9
54,0.9,0.89,0.89,0.9
55,0.9,0.89,0.89,0.89
56,0.9,0.89,0.89,0.89
57,0.9,0.89,0.89,0.89
58,0.9,0.89,0.89,0.89
59,0.9,0.89,0.89,0.89
60,0.9,0.89,0.89,0.9
61,0.9,0.89,0.89,0.9
62,0.9,0.89,0.89,0.89
63,0.9,0.89,0.89,0.89
64,0.9,0.89,0.89,0.9
65,0.9,0.89,0.89,0.9
66,0.9,0.89,0.89,0.9
67,0.9,0.89,0.89,0.9
68,0.9,0.89,0.89,0.9
69,0.9,0.89,0.89,0.9
70,0.9,0.89,0.89,0.89
71,0.9,0.89,0.89,0.9
72,0.9,0.89,0.89,0.9
73,0.9,0.89,0.89,0.9
74,0.9,0.89,0.89,0.9
75,0.9,0.89,0.89,0.9
76,0.9,0.89,0.89,0.9
77,0.9,0.89,0.89,0.9
78,0.9,0.89,0.89,0.9
79,0.9,0.89,0.89,0.9
80,0.9,0.89,0.89,0.9
81,0.9,0.89,0.89,0.9
82,0.9,0.89,0.89,0.9
83,0.9,0.89,0.89,0.9
84,0.9,0.89,0.89,0.9
85,0.9,0.89,0.89,0.9
86,0.9,0.89,0.89,0.9
87,0.9,0.89,0.89,0.9
88,0.9,0.89,0.89,0.9
89,0.9,0.89,0.89,0.9
90,0.9,0.89,0.9,0.9
91,0.9,0.89,0.89,0.9
92,0.9,0.89,0.89,0.9
93,0.9,0.89,0.9,0.9
94,0.9,0.89,0.9,0.9
95,0.9,0.89,0.89,0.9
96,0.9,0.89,0.9,0.9
97,0.9,0.89,0.9,0.9
98,0.9,0.89,0.9,0.9
99,0.9,0.89,0.9,0.9
