,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.2,0.4,0.41,0.41
1,0.2,0.4,0.4,0.41
2,0.2,0.4,0.4,0.41
3,0.2,0.4,0.4,0.41
4,0.2,0.4,0.4,0.41
5,0.2,0.4,0.4,0.41
6,0.2,0.4,0.4,0.41
7,0.2,0.4,0.4,0.4
8,0.2,0.4,0.4,0.41
9,0.2,0.4,0.4,0.41
10,0.2,0.4,0.4,0.41
11,0.2,0.4,0.41,0.41
12,0.2,0.4,0.4,0.4
13,0.2,0.4,0.4,0.41
14,0.2,0.4,0.41,0.41
15,0.2,0.4,0.4,0.41
16,0.2,0.4,0.4,0.41
17,0.2,0.4,0.4,0.41
18,0.2,0.4,0.4,0.41
19,0.2,0.4,0.4,0.41
20,0.2,0.4,0.4,0.41
21,0.2,0.4,0.4,0.41
22,0.2,0.4,0.4,0.41
23,0.2,0.4,0.4,0.41
24,0.2,0.4,0.4,0.41
25,0.2,0.4,0.4,0.41
26,0.2,0.4,0.4,0.41
27,0.2,0.4,0.4,0.41
28,0.2,0.4,0.4,0.41
29,0.2,0.4,0.4,0.41
30,0.2,0.4,0.4,0.41
31,0.2,0.4,0.4,0.41
32,0.2,0.4,0.4,0.41
33,0.2,0.4,0.4,0.41
34,0.2,0.4,0.4,0.41
35,0.2,0.4,0.4,0.41
36,0.2,0.4,0.4,0.41
37,0.2,0.4,0.4,0.41
38,0.2,0.4,0.4,0.41
39,0.2,0.4,0.4,0.41
40,0.2,0.4,0.4,0.41
41,0.2,0.4,0.4,0.41
42,0.2,0.4,0.4,0.41
43,0.2,0.4,0.4,0.41
44,0.2,0.4,0.4,0.41
45,0.2,0.4,0.4,0.41
46,0.2,0.4,0.4,0.41
47,0.2,0.4,0.4,0.41
48,0.2,0.4,0.4,0.41
49,0.2,0.4,0.4,0.41
50,0.2,0.4,0.4,0.41
51,0.2,0.4,0.4,0.41
52,0.2,0.4,0.4,0.41
53,0.2,0.4,0.4,0.41
54,0.2,0.4,0.4,0.41
55,0.2,0.4,0.4,0.41
56,0.2,0.4,0.4,0.41
57,0.2,0.4,0.4,0.41
58,0.2,0.4,0.4,0.41
59,0.2,0.4,0.4,0.41
60,0.2,0.4,0.4,0.41
61,0.2,0.4,0.4,0.41
62,0.2,0.4,0.4,0.41
63,0.2,0.4,0.4,0.41
64,0.2,0.4,0.4,0.41
65,0.2,0.4,0.4,0.41
66,0.2,0.4,0.4,0.41
67,0.2,0.4,0.4,0.41
68,0.2,0.4,0.4,0.41
69,0.2,0.4,0.4,0.41
70,0.2,0.4,0.4,0.41
71,0.2,0.4,0.4,0.41
72,0.2,0.4,0.4,0.41
73,0.2,0.4,0.4,0.41
74,0.2,0.4,0.4,0.41
75,0.2,0.4,0.4,0.41
76,0.2,0.4,0.4,0.41
77,0.2,0.4,0.4,0.41
78,0.2,0.4,0.4,0.41
79,0.2,0.4,0.4,0.41
80,0.2,0.4,0.4,0.41
81,0.2,0.4,0.4,0.41
82,0.2,0.4,0.4,0.41
83,0.2,0.4,0.4,0.41
84,0.2,0.4,0.4,0.41
85,0.2,0.4,0.4,0.41
86,0.2,0.4,0.4,0.41
87,0.2,0.4,0.4,0.41
88,0.2,0.4,0.4,0.41
89,0.2,0.4,0.4,0.41
90,0.2,0.4,0.4,0.41
91,0.2,0.4,0.4,0.41
92,0.2,0.4,0.4,0.41
93,0.2,0.4,0.4,0.41
94,0.2,0.4,0.4,0.41
95,0.2,0.4,0.4,0.41
96,0.2,0.4,0.4,0.41
97,0.2,0.4,0.4,0.41
98,0.2,0.4,0.4,0.41
99,0.2,0.4,0.4,0.41
