,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.3,0.14,0.14,0.14
1,0.3,0.14,0.14,0.14
2,0.3,0.14,0.14,0.14
3,0.3,0.14,0.14,0.14
4,0.3,0.14,0.14,0.14
5,0.3,0.14,0.14,0.14
6,0.3,0.14,0.14,0.14
7,0.3,0.14,0.14,0.14
8,0.3,0.14,0.14,0.14
9,0.3,0.14,0.14,0.14
10,0.3,0.14,0.14,0.14
11,0.3,0.14,0.14,0.14
12,0.3,0.14,0.14,0.14
13,0.3,0.14,0.14,0.14
14,0.3,0.14,0.14,0.14
15,0.3,0.14,0.14,0.14
16,0.3,0.14,0.14,0.14
17,0.3,0.14,0.14,0.14
18,0.3,0.14,0.14,0.14
19,0.3,0.14,0.14,0.14
20,0.3,0.14,0.14,0.14
21,0.3,0.14,0.14,0.14
22,0.3,0.14,0.14,0.14
23,0.3,0.14,0.14,0.14
24,0.3,0.14,0.14,0.14
25,0.3,0.14,0.14,0.14
26,0.3,0.14,0.14,0.14
27,0.3,0.14,0.14,0.14
28,0.3,0.14,0.14,0.14
29,0.3,0.14,0.14,0.14
30,0.3,0.14,0.14,0.14
31,0.3,0.14,0.14,0.14
32,0.3,0.14,0.14,0.14
33,0.3,0.14,0.14,0.14
34,0.3,0.14,0.14,0.14
35,0.3,0.14,0.14,0.14
36,0.3,0.14,0.14,0.14
37,0.3,0.14,0.14,0.14
38,0.3,0.14,0.14,0.14
39,0.3,0.14,0.14,0.14
40,0.3,0.14,0.14,0.14
41,0.3,0.14,0.14,0.14
42,0.3,0.14,0.14,0.14
43,0.3,0.14,0.14,0.14
44,0.3,0.14,0.14,0.14
45,0.3,0.14,0.14,0.14
46,0.3,0.14,0.14,0.14
47,0.3,0.14,0.14,0.14
48,0.3,0.14,0.14,0.14
49,0.3,0.14,0.14,0.14
