,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.72,0.86,0.88,0.88
1,0.72,0.86,0.86,0.88
2,0.72,0.86,0.86,0.88
3,0.72,0.86,0.86,0.88
4,0.72,0.86,0.86,0.86
5,0.72,0.86,0.86,0.88
6,0.72,0.86,0.86,0.88
7,0.72,0.86,0.86,0.88
8,0.72,0.86,0.91,0.91
9,0.72,0.86,0.91,0.92
10,0.72,0.86,0.87,0.91
11,0.72,0.86,0.91,0.92
12,0.72,0.86,0.91,0.91
13,0.72,0.86,0.91,0.91
14,0.72,0.86,0.91,0.91
15,0.72,0.86,0.86,0.88
16,0.72,0.86,0.91,0.91
17,0.72,0.86,0.91,0.91
18,0.72,0.86,0.91,0.91
19,0.72,0.86,0.91,0.91
20,0.72,0.86,0.91,0.92
21,0.72,0.86,0.91,0.91
22,0.72,0.86,0.91,0.92
23,0.72,0.86,0.91,0.91
24,0.72,0.86,0.91,0.92
25,0.72,0.86,0.91,0.91
26,0.72,0.86,0.91,0.91
27,0.72,0.86,0.91,0.92
28,0.72,0.86,0.91,0.92
29,0.72,0.86,0.91,0.91
30,0.72,0.86,0.91,0.91
31,0.72,0.86,0.91,0.92
32,0.72,0.86,0.91,0.92
33,0.72,0.86,0.91,0.91
34,0.72,0.86,0.91,0.91
35,0.72,0.86,0.91,0.91
36,0.72,0.86,0.91,0.91
37,0.72,0.86,0.91,0.91
38,0.72,0.86,0.91,0.91
39,0.72,0.86,0.91,0.91
40,0.72,0.86,0.91,0.91
41,0.72,0.86,0.91,0.91
42,0.72,0.86,0.91,0.91
43,0.72,0.86,0.91,0.91
44,0.72,0.86,0.91,0.91
45,0.72,0.86,0.91,0.91
46,0.72,0.86,0.91,0.91
47,0.72,0.86,0.91,0.91
48,0.72,0.86,0.91,0.91
49,0.72,0.86,0.91,0.91
50,0.72,0.86,0.91,0.91
51,0.72,0.86,0.91,0.91
52,0.72,0.86,0.91,0.91
53,0.72,0.86,0.91,0.91
54,0.72,0.86,0.91,0.9
55,0.72,0.86,0.91,0.91
56,0.72,0.86,0.91,0.91
57,0.72,0.86,0.91,0.91
58,0.72,0.86,0.91,0.91
59,0.72,0.86,0.91,0.91
60,0.72,0.86,0.91,0.91
61,0.72,0.86,0.91,0.91
62,0.72,0.86,0.86,0.91
63,0.72,0.86,0.91,0.91
64,0.72,0.86,0.91,0.9
65,0.72,0.86,0.86,0.91
66,0.72,0.86,0.91,0.91
67,0.72,0.86,0.91,0.91
68,0.72,0.86,0.91,0.91
69,0.72,0.86,0.91,0.9
70,0.72,0.86,0.91,0.91
71,0.72,0.86,0.91,0.91
72,0.72,0.86,0.91,0.91
73,0.72,0.86,0.91,0.91
74,0.72,0.86,0.91,0.91
75,0.72,0.86,0.91,0.91
76,0.72,0.86,0.91,0.91
77,0.72,0.86,0.91,0.91
78,0.72,0.86,0.91,0.91
79,0.72,0.86,0.91,0.9
80,0.72,0.86,0.91,0.91
81,0.72,0.86,0.91,0.91
82,0.72,0.86,0.91,0.9
83,0.72,0.86,0.91,0.91
84,0.72,0.86,0.91,0.9
85,0.72,0.86,0.91,0.91
86,0.72,0.86,0.91,0.9
87,0.72,0.86,0.91,0.91
88,0.72,0.86,0.87,0.9
89,0.72,0.86,0.91,0.9
90,0.72,0.86,0.91,0.92
91,0.72,0.86,0.91,0.92
92,0.72,0.86,0.91,0.92
93,0.72,0.86,0.91,0.92
94,0.72,0.86,0.91,0.91
95,0.72,0.86,0.91,0.91
96,0.72,0.86,0.91,0.91
97,0.72,0.86,0.91,0.91
98,0.72,0.86,0.91,0.91
99,0.72,0.86,0.91,0.91
