,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.6,0.68,0.68,0.68
1,0.6,0.68,0.68,0.68
2,0.6,0.68,0.68,0.68
3,0.6,0.68,0.68,0.68
4,0.6,0.68,0.68,0.68
5,0.6,0.68,0.68,0.68
6,0.6,0.68,0.68,0.68
7,0.6,0.68,0.68,0.68
8,0.6,0.68,0.68,0.68
9,0.6,0.68,0.68,0.68
10,0.6,0.68,0.68,0.68
11,0.6,0.68,0.68,0.68
12,0.6,0.68,0.68,0.68
13,0.6,0.68,0.68,0.68
14,0.6,0.68,0.68,0.68
15,0.6,0.68,0.68,0.68
16,0.6,0.68,0.68,0.68
17,0.6,0.68,0.68,0.68
18,0.6,0.68,0.68,0.68
19,0.6,0.68,0.68,0.68
20,0.6,0.68,0.68,0.68
21,0.6,0.68,0.68,0.68
22,0.6,0.68,0.68,0.68
23,0.6,0.68,0.68,0.68
24,0.6,0.68,0.68,0.68
25,0.6,0.68,0.68,0.68
26,0.6,0.68,0.68,0.68
27,0.6,0.68,0.68,0.68
28,0.6,0.68,0.68,0.68
29,0.6,0.68,0.68,0.68
30,0.6,0.68,0.68,0.68
31,0.6,0.68,0.68,0.68
32,0.6,0.68,0.68,0.68
33,0.6,0.68,0.68,0.68
34,0.6,0.68,0.68,0.68
35,0.6,0.68,0.68,0.68
36,0.6,0.68,0.68,0.68
37,0.6,0.68,0.68,0.68
38,0.6,0.68,0.68,0.68
39,0.6,0.68,0.68,0.68
40,0.6,0.68,0.68,0.68
41,0.6,0.68,0.68,0.68
42,0.6,0.68,0.68,0.68
43,0.6,0.68,0.68,0.68
44,0.6,0.68,0.68,0.68
45,0.6,0.68,0.68,0.68
46,0.6,0.68,0.68,0.68
47,0.6,0.68,0.68,0.68
48,0.6,0.68,0.68,0.68
49,0.6,0.68,0.68,0.68
50,0.6,0.68,0.68,0.68
51,0.6,0.68,0.68,0.68
52,0.6,0.68,0.68,0.68
53,0.6,0.68,0.68,0.68
54,0.6,0.68,0.68,0.68
55,0.6,0.68,0.68,0.68
56,0.6,0.68,0.68,0.68
57,0.6,0.68,0.68,0.68
58,0.6,0.68,0.68,0.68
59,0.6,0.68,0.68,0.68
60,0.6,0.68,0.68,0.68
61,0.6,0.68,0.68,0.68
62,0.6,0.68,0.68,0.68
63,0.6,0.68,0.68,0.68
64,0.6,0.68,0.68,0.68
65,0.6,0.68,0.68,0.68
66,0.6,0.68,0.68,0.68
67,0.6,0.68,0.68,0.68
68,0.6,0.68,0.68,0.68
69,0.6,0.68,0.68,0.68
70,0.6,0.68,0.68,0.68
71,0.6,0.68,0.68,0.68
72,0.6,0.68,0.68,0.68
73,0.6,0.68,0.68,0.68
74,0.6,0.68,0.68,0.68
75,0.6,0.68,0.68,0.68
76,0.6,0.68,0.68,0.68
77,0.6,0.68,0.68,0.68
78,0.6,0.68,0.68,0.68
79,0.6,0.68,0.68,0.68
80,0.6,0.68,0.68,0.68
81,0.6,0.68,0.68,0.68
82,0.6,0.68,0.68,0.68
83,0.6,0.68,0.68,0.68
84,0.6,0.68,0.68,0.68
85,0.6,0.68,0.68,0.68
86,0.6,0.68,0.68,0.68
87,0.6,0.68,0.68,0.68
88,0.6,0.68,0.68,0.68
89,0.6,0.68,0.68,0.68
90,0.6,0.68,0.68,0.68
91,0.6,0.68,0.68,0.68
92,0.6,0.68,0.68,0.68
93,0.6,0.68,0.68,0.68
94,0.6,0.68,0.68,0.68
95,0.6,0.68,0.68,0.68
96,0.6,0.68,0.68,0.68
97,0.6,0.68,0.68,0.68
98,0.6,0.68,0.68,0.68
99,0.6,0.68,0.68,0.68
