,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.4,0.37,0.37,0.37
1,0.4,0.37,0.37,0.37
2,0.4,0.37,0.37,0.37
3,0.4,0.37,0.37,0.37
4,0.4,0.37,0.37,0.37
5,0.4,0.37,0.37,0.37
6,0.4,0.37,0.37,0.37
7,0.4,0.37,0.37,0.37
8,0.4,0.37,0.37,0.37
9,0.4,0.37,0.37,0.37
10,0.4,0.37,0.37,0.37
11,0.4,0.37,0.37,0.37
12,0.4,0.37,0.37,0.37
13,0.4,0.37,0.37,0.37
14,0.4,0.37,0.37,0.37
15,0.4,0.37,0.37,0.37
16,0.4,0.37,0.37,0.37
17,0.4,0.37,0.37,0.37
18,0.4,0.37,0.37,0.37
19,0.4,0.37,0.37,0.37
20,0.4,0.37,0.37,0.37
21,0.4,0.37,0.37,0.37
22,0.4,0.37,0.37,0.37
23,0.4,0.37,0.37,0.37
24,0.4,0.37,0.37,0.37
25,0.4,0.37,0.37,0.37
26,0.4,0.37,0.37,0.37
27,0.4,0.37,0.37,0.37
28,0.4,0.37,0.37,0.37
29,0.4,0.37,0.37,0.37
30,0.4,0.37,0.37,0.37
31,0.4,0.37,0.37,0.37
32,0.4,0.37,0.37,0.37
33,0.4,0.37,0.37,0.37
34,0.4,0.37,0.37,0.37
35,0.4,0.37,0.37,0.37
36,0.4,0.37,0.37,0.37
37,0.4,0.37,0.37,0.37
38,0.4,0.37,0.37,0.37
39,0.4,0.37,0.37,0.37
40,0.4,0.37,0.37,0.37
41,0.4,0.37,0.37,0.37
42,0.4,0.37,0.37,0.37
43,0.4,0.37,0.37,0.37
44,0.4,0.37,0.37,0.37
45,0.4,0.37,0.37,0.37
46,0.4,0.37,0.37,0.37
47,0.4,0.37,0.37,0.37
48,0.4,0.37,0.37,0.37
49,0.4,0.37,0.37,0.37
