,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.48,0.38,0.38,0.38
1,0.48,0.38,0.38,0.38
2,0.48,0.38,0.38,0.38
3,0.48,0.38,0.38,0.38
4,0.48,0.38,0.38,0.38
5,0.48,0.38,0.38,0.38
6,0.48,0.38,0.38,0.38
7,0.48,0.38,0.38,0.38
8,0.48,0.38,0.38,0.38
9,0.48,0.38,0.38,0.38
10,0.48,0.38,0.38,0.38
11,0.48,0.38,0.38,0.38
12,0.48,0.38,0.38,0.38
13,0.48,0.38,0.38,0.38
14,0.48,0.38,0.38,0.38
15,0.48,0.38,0.38,0.38
16,0.48,0.38,0.38,0.38
17,0.48,0.38,0.38,0.38
18,0.48,0.38,0.38,0.38
19,0.48,0.38,0.38,0.38
20,0.48,0.38,0.38,0.38
21,0.48,0.38,0.38,0.38
22,0.48,0.38,0.38,0.38
23,0.48,0.38,0.38,0.38
24,0.48,0.38,0.38,0.38
25,0.48,0.38,0.38,0.38
26,0.48,0.38,0.38,0.38
27,0.48,0.38,0.38,0.38
28,0.48,0.38,0.38,0.38
29,0.48,0.38,0.38,0.38
30,0.48,0.38,0.38,0.38
31,0.48,0.38,0.38,0.38
32,0.48,0.38,0.38,0.38
33,0.48,0.38,0.38,0.38
34,0.48,0.38,0.38,0.38
35,0.48,0.38,0.38,0.38
36,0.48,0.38,0.38,0.38
37,0.48,0.38,0.38,0.38
38,0.48,0.38,0.38,0.38
39,0.48,0.38,0.38,0.38
40,0.48,0.38,0.38,0.38
41,0.48,0.38,0.38,0.38
42,0.48,0.38,0.38,0.38
43,0.48,0.38,0.38,0.38
44,0.48,0.38,0.38,0.38
45,0.48,0.38,0.38,0.38
46,0.48,0.38,0.38,0.38
47,0.48,0.38,0.38,0.38
48,0.48,0.38,0.38,0.38
49,0.48,0.38,0.38,0.38
