,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.81,0.67,0.8,0.8
1,0.81,0.67,0.98,0.98
2,0.81,0.67,0.98,0.98
3,0.81,0.67,0.98,0.98
4,0.81,0.67,0.98,0.98
5,0.81,0.67,0.98,0.98
6,0.81,0.67,0.98,0.98
7,0.81,0.67,0.98,0.98
8,0.81,0.67,0.98,0.98
9,0.81,0.67,0.98,0.98
10,0.81,0.67,0.98,0.98
11,0.81,0.67,0.98,0.98
12,0.81,0.67,0.89,0.98
13,0.81,0.67,0.98,0.98
14,0.81,0.67,0.98,0.98
15,0.81,0.67,0.86,0.98
16,0.81,0.67,0.89,0.8
17,0.81,0.67,0.88,0.82
18,0.81,0.67,0.98,0.98
19,0.81,0.67,0.8,0.8
20,0.81,0.67,0.83,0.8
21,0.81,0.67,0.89,0.8
22,0.81,0.67,0.98,0.8
23,0.81,0.67,0.8,0.8
24,0.81,0.67,0.98,0.8
25,0.81,0.67,0.98,0.8
26,0.81,0.67,0.98,0.8
27,0.81,0.67,0.89,0.8
28,0.81,0.67,0.98,0.8
29,0.81,0.67,0.98,0.8
30,0.81,0.67,0.98,0.8
31,0.81,0.67,0.87,0.8
32,0.81,0.67,0.98,0.98
33,0.81,0.67,0.9,0.8
34,0.81,0.67,0.9,0.8
35,0.81,0.67,0.98,0.8
36,0.81,0.67,0.98,0.98
37,0.81,0.67,0.89,0.8
38,0.81,0.67,0.83,0.8
39,0.81,0.67,0.89,0.8
40,0.81,0.67,0.89,0.8
41,0.81,0.67,0.89,0.8
42,0.81,0.67,0.98,0.8
43,0.81,0.67,0.98,0.8
44,0.81,0.67,0.98,0.98
45,0.81,0.67,0.82,0.8
46,0.81,0.67,0.98,0.8
47,0.81,0.67,0.98,0.8
48,0.81,0.67,0.8,0.8
49,0.81,0.67,0.98,0.98
