,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.75,0.9,0.9
1,0.9,0.75,0.96,0.78
2,0.9,0.75,0.97,0.79
3,0.9,0.75,0.97,0.81
4,0.9,0.75,0.96,0.92
5,0.9,0.75,0.97,0.92
6,0.9,0.75,0.97,0.82
7,0.9,0.75,0.96,0.78
8,0.9,0.75,0.96,0.81
9,0.9,0.75,0.96,0.78
10,0.9,0.75,0.96,0.81
11,0.9,0.75,0.96,0.79
12,0.9,0.75,0.96,0.78
13,0.9,0.75,0.96,0.8
14,0.9,0.75,0.96,0.79
15,0.9,0.75,0.96,0.8
16,0.9,0.75,0.96,0.8
17,0.9,0.75,0.96,0.8
18,0.9,0.75,0.96,0.8
19,0.9,0.75,0.96,0.81
20,0.9,0.75,0.96,0.79
21,0.9,0.75,0.96,0.8
22,0.9,0.75,0.96,0.8
23,0.9,0.75,0.96,0.8
24,0.9,0.75,0.96,0.8
25,0.9,0.75,0.96,0.8
26,0.9,0.75,0.96,0.8
27,0.9,0.75,0.96,0.8
28,0.9,0.75,0.96,0.8
29,0.9,0.75,0.96,0.8
30,0.9,0.75,0.96,0.8
31,0.9,0.75,0.96,0.8
32,0.9,0.75,0.96,0.8
33,0.9,0.75,0.96,0.8
34,0.9,0.75,0.96,0.8
35,0.9,0.75,0.96,0.8
36,0.9,0.75,0.96,0.81
37,0.9,0.75,0.96,0.81
38,0.9,0.75,0.96,0.81
39,0.9,0.75,0.96,0.81
40,0.9,0.75,0.96,0.81
41,0.9,0.75,0.96,0.8
42,0.9,0.75,0.96,0.81
43,0.9,0.75,0.96,0.81
44,0.9,0.75,0.96,0.81
45,0.9,0.75,0.96,0.81
46,0.9,0.75,0.96,0.81
47,0.9,0.75,0.96,0.81
48,0.9,0.75,0.96,0.81
49,0.9,0.75,0.96,0.81
