,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.4,0.53,0.53,0.53
1,0.4,0.53,0.53,0.53
2,0.4,0.53,0.53,0.53
3,0.4,0.53,0.53,0.53
4,0.4,0.53,0.53,0.53
5,0.4,0.53,0.53,0.53
6,0.4,0.53,0.53,0.53
7,0.4,0.53,0.53,0.53
8,0.4,0.53,0.53,0.53
9,0.4,0.53,0.53,0.53
10,0.4,0.53,0.53,0.53
11,0.4,0.53,0.53,0.53
12,0.4,0.53,0.53,0.53
13,0.4,0.53,0.53,0.53
14,0.4,0.53,0.53,0.53
15,0.4,0.53,0.53,0.53
16,0.4,0.53,0.53,0.53
17,0.4,0.53,0.53,0.53
18,0.4,0.53,0.53,0.53
19,0.4,0.53,0.53,0.53
20,0.4,0.53,0.53,0.53
21,0.4,0.53,0.53,0.53
22,0.4,0.53,0.53,0.53
23,0.4,0.53,0.53,0.53
24,0.4,0.53,0.53,0.53
25,0.4,0.53,0.53,0.53
26,0.4,0.53,0.53,0.53
27,0.4,0.53,0.53,0.53
28,0.4,0.53,0.53,0.53
29,0.4,0.53,0.53,0.53
30,0.4,0.53,0.53,0.53
31,0.4,0.53,0.53,0.53
32,0.4,0.53,0.53,0.53
33,0.4,0.53,0.53,0.53
34,0.4,0.53,0.53,0.53
35,0.4,0.53,0.53,0.53
36,0.4,0.53,0.53,0.53
37,0.4,0.53,0.53,0.53
38,0.4,0.53,0.53,0.53
39,0.4,0.53,0.53,0.53
40,0.4,0.53,0.53,0.53
41,0.4,0.53,0.53,0.53
42,0.4,0.53,0.53,0.53
43,0.4,0.53,0.53,0.53
44,0.4,0.53,0.53,0.53
45,0.4,0.53,0.53,0.53
46,0.4,0.53,0.53,0.53
47,0.4,0.53,0.53,0.53
48,0.4,0.53,0.53,0.53
49,0.4,0.53,0.53,0.53
50,0.4,0.53,0.53,0.53
51,0.4,0.53,0.53,0.53
52,0.4,0.53,0.53,0.53
53,0.4,0.53,0.53,0.53
54,0.4,0.53,0.53,0.53
55,0.4,0.53,0.53,0.53
56,0.4,0.53,0.53,0.53
57,0.4,0.53,0.53,0.53
58,0.4,0.53,0.53,0.53
59,0.4,0.53,0.53,0.53
60,0.4,0.53,0.53,0.53
61,0.4,0.53,0.53,0.53
62,0.4,0.53,0.53,0.53
63,0.4,0.53,0.53,0.53
64,0.4,0.53,0.53,0.53
65,0.4,0.53,0.53,0.53
66,0.4,0.53,0.53,0.53
67,0.4,0.53,0.53,0.53
68,0.4,0.53,0.53,0.53
69,0.4,0.53,0.53,0.53
70,0.4,0.53,0.53,0.53
71,0.4,0.53,0.53,0.53
72,0.4,0.53,0.53,0.53
73,0.4,0.53,0.53,0.53
74,0.4,0.53,0.53,0.53
75,0.4,0.53,0.53,0.53
76,0.4,0.53,0.53,0.53
77,0.4,0.53,0.53,0.53
78,0.4,0.53,0.53,0.53
79,0.4,0.53,0.53,0.53
80,0.4,0.53,0.53,0.53
81,0.4,0.53,0.53,0.53
82,0.4,0.53,0.53,0.53
83,0.4,0.53,0.53,0.53
84,0.4,0.53,0.53,0.53
85,0.4,0.53,0.53,0.53
86,0.4,0.53,0.53,0.53
87,0.4,0.53,0.53,0.53
88,0.4,0.53,0.53,0.53
89,0.4,0.53,0.53,0.53
90,0.4,0.53,0.53,0.53
91,0.4,0.53,0.53,0.53
92,0.4,0.53,0.53,0.53
93,0.4,0.53,0.53,0.53
94,0.4,0.53,0.53,0.53
95,0.4,0.53,0.53,0.53
96,0.4,0.53,0.53,0.53
97,0.4,0.53,0.53,0.53
98,0.4,0.53,0.53,0.53
99,0.4,0.53,0.53,0.53
