,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.83,0.49,0.49,0.49
1,0.83,0.49,0.95,0.95
2,0.83,0.49,0.2,0.2
3,0.83,0.49,0.2,0.2
4,0.83,0.49,0.2,0.2
5,0.83,0.49,0.2,0.2
6,0.83,0.49,0.28,0.2
7,0.83,0.49,0.34,0.2
8,0.83,0.49,0.2,0.2
9,0.83,0.49,0.26,0.2
10,0.83,0.49,0.2,0.2
11,0.83,0.49,0.32,0.2
12,0.83,0.49,0.28,0.2
13,0.83,0.49,0.2,0.2
14,0.83,0.49,0.27,0.2
15,0.83,0.49,0.27,0.2
16,0.83,0.49,0.25,0.2
17,0.83,0.49,0.27,0.2
18,0.83,0.49,0.28,0.2
19,0.83,0.49,0.26,0.2
20,0.83,0.49,0.24,0.2
21,0.83,0.49,0.19,0.2
22,0.83,0.49,0.45,0.2
23,0.83,0.49,0.36,0.2
24,0.83,0.49,0.33,0.2
25,0.83,0.49,0.24,0.2
26,0.83,0.49,0.25,0.2
27,0.83,0.49,0.34,0.2
28,0.83,0.49,0.37,0.2
29,0.83,0.49,0.37,0.2
30,0.83,0.49,0.27,0.2
31,0.83,0.49,0.27,0.2
32,0.83,0.49,0.27,0.2
33,0.83,0.49,0.27,0.2
34,0.83,0.49,0.3,0.2
35,0.83,0.49,0.27,0.2
36,0.83,0.49,0.34,0.2
37,0.83,0.49,0.37,0.2
38,0.83,0.49,0.48,0.2
39,0.83,0.49,0.49,0.2
40,0.83,0.49,0.28,0.2
41,0.83,0.49,0.28,0.2
42,0.83,0.49,0.36,0.2
43,0.83,0.49,0.31,0.2
44,0.83,0.49,0.52,0.2
45,0.83,0.49,0.34,0.2
46,0.83,0.49,0.34,0.2
47,0.83,0.49,0.57,0.2
48,0.83,0.49,0.24,0.2
49,0.83,0.49,0.42,0.2
