,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.8,0.78,0.78,0.78
1,0.8,0.78,0.78,0.78
2,0.8,0.78,0.78,0.78
3,0.8,0.78,0.78,0.78
4,0.8,0.78,0.78,0.78
5,0.8,0.78,0.78,0.78
6,0.8,0.78,0.78,0.78
7,0.8,0.78,0.78,0.78
8,0.8,0.78,0.78,0.78
9,0.8,0.78,0.78,0.78
10,0.8,0.78,0.78,0.78
11,0.8,0.78,0.78,0.78
12,0.8,0.78,0.78,0.78
13,0.8,0.78,0.78,0.78
14,0.8,0.78,0.78,0.78
15,0.8,0.78,0.78,0.78
16,0.8,0.78,0.78,0.78
17,0.8,0.78,0.78,0.78
18,0.8,0.78,0.78,0.78
19,0.8,0.78,0.78,0.78
20,0.8,0.78,0.78,0.78
21,0.8,0.78,0.78,0.78
22,0.8,0.78,0.78,0.78
23,0.8,0.78,0.78,0.78
24,0.8,0.78,0.78,0.78
25,0.8,0.78,0.78,0.78
26,0.8,0.78,0.78,0.78
27,0.8,0.78,0.78,0.78
28,0.8,0.78,0.78,0.78
29,0.8,0.78,0.78,0.78
30,0.8,0.78,0.78,0.78
31,0.8,0.78,0.78,0.78
32,0.8,0.78,0.78,0.78
33,0.8,0.78,0.78,0.78
34,0.8,0.78,0.78,0.78
35,0.8,0.78,0.78,0.78
36,0.8,0.78,0.78,0.78
37,0.8,0.78,0.78,0.78
38,0.8,0.78,0.78,0.78
39,0.8,0.78,0.78,0.78
40,0.8,0.78,0.78,0.78
41,0.8,0.78,0.78,0.78
42,0.8,0.78,0.78,0.78
43,0.8,0.78,0.78,0.78
44,0.8,0.78,0.78,0.78
45,0.8,0.78,0.78,0.78
46,0.8,0.78,0.78,0.78
47,0.8,0.78,0.78,0.78
48,0.8,0.78,0.78,0.78
49,0.8,0.78,0.78,0.78
50,0.8,0.78,0.78,0.78
51,0.8,0.78,0.78,0.78
52,0.8,0.78,0.78,0.78
53,0.8,0.78,0.78,0.78
54,0.8,0.78,0.78,0.78
55,0.8,0.78,0.78,0.78
56,0.8,0.78,0.78,0.78
57,0.8,0.78,0.78,0.78
58,0.8,0.78,0.78,0.78
59,0.8,0.78,0.78,0.78
60,0.8,0.78,0.78,0.78
61,0.8,0.78,0.78,0.78
62,0.8,0.78,0.78,0.78
63,0.8,0.78,0.78,0.78
64,0.8,0.78,0.78,0.78
65,0.8,0.78,0.78,0.78
66,0.8,0.78,0.78,0.78
67,0.8,0.78,0.78,0.78
68,0.8,0.78,0.78,0.78
69,0.8,0.78,0.78,0.78
70,0.8,0.78,0.78,0.78
71,0.8,0.78,0.78,0.78
72,0.8,0.78,0.78,0.78
73,0.8,0.78,0.78,0.78
74,0.8,0.78,0.78,0.78
75,0.8,0.78,0.78,0.78
76,0.8,0.78,0.78,0.78
77,0.8,0.78,0.78,0.78
78,0.8,0.78,0.78,0.78
79,0.8,0.78,0.78,0.78
80,0.8,0.78,0.78,0.78
81,0.8,0.78,0.78,0.78
82,0.8,0.78,0.78,0.78
83,0.8,0.78,0.78,0.78
84,0.8,0.78,0.78,0.78
85,0.8,0.78,0.78,0.78
86,0.8,0.78,0.78,0.78
87,0.8,0.78,0.78,0.78
88,0.8,0.78,0.78,0.78
89,0.8,0.78,0.78,0.78
90,0.8,0.78,0.78,0.78
91,0.8,0.78,0.78,0.78
92,0.8,0.78,0.78,0.78
93,0.8,0.78,0.78,0.78
94,0.8,0.78,0.78,0.78
95,0.8,0.78,0.78,0.78
96,0.8,0.78,0.78,0.78
97,0.8,0.78,0.78,0.78
98,0.8,0.78,0.78,0.78
99,0.8,0.78,0.78,0.78
