,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.9,0.61,0.61,0.61
1,0.9,0.61,0.61,0.61
2,0.9,0.61,0.61,0.61
3,0.9,0.61,0.61,0.61
4,0.9,0.61,0.61,0.61
5,0.9,0.61,0.61,0.61
6,0.9,0.61,0.61,0.61
7,0.9,0.61,0.61,0.61
8,0.9,0.61,0.61,0.61
9,0.9,0.61,0.61,0.61
10,0.9,0.61,0.61,0.61
11,0.9,0.61,0.61,0.61
12,0.9,0.61,0.61,0.61
13,0.9,0.61,0.61,0.61
14,0.9,0.61,0.61,0.61
15,0.9,0.61,0.61,0.61
16,0.9,0.61,0.61,0.61
17,0.9,0.61,0.61,0.61
18,0.9,0.61,0.61,0.61
19,0.9,0.61,0.61,0.61
20,0.9,0.61,0.61,0.61
21,0.9,0.61,0.61,0.61
22,0.9,0.61,0.61,0.61
23,0.9,0.61,0.61,0.61
24,0.9,0.61,0.61,0.61
25,0.9,0.61,0.61,0.61
26,0.9,0.61,0.61,0.61
27,0.9,0.61,0.61,0.61
28,0.9,0.61,0.61,0.61
29,0.9,0.61,0.61,0.61
30,0.9,0.61,0.61,0.61
31,0.9,0.61,0.61,0.61
32,0.9,0.61,0.61,0.61
33,0.9,0.61,0.61,0.61
34,0.9,0.61,0.61,0.61
35,0.9,0.61,0.61,0.61
36,0.9,0.61,0.61,0.61
37,0.9,0.61,0.61,0.61
38,0.9,0.61,0.61,0.61
39,0.9,0.61,0.61,0.61
40,0.9,0.61,0.61,0.61
41,0.9,0.61,0.61,0.61
42,0.9,0.61,0.61,0.61
43,0.9,0.61,0.61,0.61
44,0.9,0.61,0.61,0.61
45,0.9,0.61,0.61,0.61
46,0.9,0.61,0.61,0.61
47,0.9,0.61,0.61,0.61
48,0.9,0.61,0.61,0.61
49,0.9,0.61,0.61,0.61
50,0.9,0.61,0.61,0.61
51,0.9,0.61,0.61,0.61
52,0.9,0.61,0.61,0.61
53,0.9,0.61,0.61,0.61
54,0.9,0.61,0.61,0.61
55,0.9,0.61,0.61,0.61
56,0.9,0.61,0.61,0.61
57,0.9,0.61,0.61,0.61
58,0.9,0.61,0.61,0.61
59,0.9,0.61,0.61,0.61
60,0.9,0.61,0.61,0.61
61,0.9,0.61,0.61,0.61
62,0.9,0.61,0.61,0.61
63,0.9,0.61,0.61,0.9
64,0.9,0.61,0.61,0.61
65,0.9,0.61,0.61,0.61
66,0.9,0.61,0.61,0.61
67,0.9,0.61,0.61,0.61
68,0.9,0.61,0.61,0.61
69,0.9,0.61,0.61,0.61
70,0.9,0.61,0.61,0.61
71,0.9,0.61,0.61,0.61
72,0.9,0.61,0.61,0.61
73,0.9,0.61,0.61,0.61
74,0.9,0.61,0.61,0.61
75,0.9,0.61,0.61,0.61
76,0.9,0.61,0.61,0.9
77,0.9,0.61,0.61,0.61
78,0.9,0.61,0.61,0.9
79,0.9,0.61,0.61,0.9
80,0.9,0.61,0.61,0.9
81,0.9,0.61,0.61,0.61
82,0.9,0.61,0.61,0.9
83,0.9,0.61,0.61,0.61
84,0.9,0.61,0.61,0.9
85,0.9,0.61,0.61,0.9
86,0.9,0.61,0.61,0.9
87,0.9,0.61,0.61,0.9
88,0.9,0.61,0.61,0.9
89,0.9,0.61,0.61,0.9
90,0.9,0.61,0.61,0.9
91,0.9,0.61,0.61,0.9
92,0.9,0.61,0.61,0.9
93,0.9,0.61,0.61,0.9
94,0.9,0.61,0.61,0.9
95,0.9,0.61,0.61,0.9
96,0.9,0.61,0.61,0.9
97,0.9,0.61,0.61,0.9
98,0.9,0.61,0.9,0.9
99,0.9,0.61,0.9,0.9
