,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.3,0.05,0.05,0.05
1,0.3,0.05,0.06,0.06
2,0.3,0.05,0.04,0.04
3,0.3,0.05,0.04,0.05
4,0.3,0.05,0.04,0.04
5,0.3,0.05,0.04,0.04
6,0.3,0.05,0.04,0.04
7,0.3,0.05,0.04,0.04
8,0.3,0.05,0.04,0.04
9,0.3,0.05,0.04,0.04
10,0.3,0.05,0.04,0.03
11,0.3,0.05,0.04,0.04
12,0.3,0.05,0.04,0.04
13,0.3,0.05,0.04,0.04
14,0.3,0.05,0.04,0.04
15,0.3,0.05,0.04,0.04
16,0.3,0.05,0.04,0.04
17,0.3,0.05,0.04,0.04
18,0.3,0.05,0.04,0.03
19,0.3,0.05,0.04,0.04
20,0.3,0.05,0.04,0.04
21,0.3,0.05,0.04,0.03
22,0.3,0.05,0.04,0.03
23,0.3,0.05,0.04,0.04
24,0.3,0.05,0.04,0.04
25,0.3,0.05,0.04,0.04
26,0.3,0.05,0.04,0.03
27,0.3,0.05,0.04,0.04
28,0.3,0.05,0.04,0.03
29,0.3,0.05,0.04,0.04
30,0.3,0.05,0.04,0.04
31,0.3,0.05,0.04,0.04
32,0.3,0.05,0.04,0.03
33,0.3,0.05,0.04,0.04
34,0.3,0.05,0.04,0.04
35,0.3,0.05,0.04,0.04
36,0.3,0.05,0.04,0.03
37,0.3,0.05,0.04,0.04
38,0.3,0.05,0.04,0.04
39,0.3,0.05,0.04,0.04
40,0.3,0.05,0.04,0.04
41,0.3,0.05,0.06,0.04
42,0.3,0.05,0.04,0.03
43,0.3,0.05,0.04,0.03
44,0.3,0.05,0.04,0.03
45,0.3,0.05,0.04,0.03
46,0.3,0.05,0.04,0.04
47,0.3,0.05,0.04,0.04
48,0.3,0.05,0.04,0.04
49,0.3,0.05,0.04,0.03
50,0.3,0.05,0.04,0.04
51,0.3,0.05,0.04,0.04
52,0.3,0.05,0.04,0.04
53,0.3,0.05,0.04,0.04
54,0.3,0.05,0.04,0.04
55,0.3,0.05,0.04,0.03
56,0.3,0.05,0.04,0.04
57,0.3,0.05,0.04,0.04
58,0.3,0.05,0.04,0.04
59,0.3,0.05,0.04,0.04
60,0.3,0.05,0.04,0.04
61,0.3,0.05,0.04,0.03
62,0.3,0.05,0.04,0.04
63,0.3,0.05,0.04,0.04
64,0.3,0.05,0.04,0.04
65,0.3,0.05,0.04,0.04
66,0.3,0.05,0.04,0.04
67,0.3,0.05,0.04,0.04
68,0.3,0.05,0.04,0.04
69,0.3,0.05,0.04,0.04
70,0.3,0.05,0.04,0.04
71,0.3,0.05,0.04,0.04
72,0.3,0.05,0.04,0.04
73,0.3,0.05,0.04,0.04
74,0.3,0.05,0.04,0.04
75,0.3,0.05,0.04,0.04
76,0.3,0.05,0.04,0.04
77,0.3,0.05,0.04,0.04
78,0.3,0.05,0.04,0.04
79,0.3,0.05,0.04,0.04
80,0.3,0.05,0.04,0.04
81,0.3,0.05,0.04,0.04
82,0.3,0.05,0.04,0.04
83,0.3,0.05,0.04,0.04
84,0.3,0.05,0.04,0.04
85,0.3,0.05,0.04,0.04
86,0.3,0.05,0.04,0.04
87,0.3,0.05,0.04,0.04
88,0.3,0.05,0.04,0.04
89,0.3,0.05,0.04,0.04
90,0.3,0.05,0.04,0.04
91,0.3,0.05,0.04,0.04
92,0.3,0.05,0.04,0.04
93,0.3,0.05,0.04,0.04
94,0.3,0.05,0.04,0.04
95,0.3,0.05,0.04,0.04
96,0.3,0.05,0.04,0.04
97,0.3,0.05,0.04,0.04
98,0.3,0.05,0.04,0.04
99,0.3,0.05,0.04,0.04
