,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.2,0.31,0.25,0.25
1,0.2,0.31,0.02,0.02
2,0.2,0.31,0.2,0.2
3,0.2,0.31,0.02,0.02
4,0.2,0.31,0.02,0.02
5,0.2,0.31,0.02,0.02
6,0.2,0.31,0.2,0.2
7,0.2,0.31,0.2,0.2
8,0.2,0.31,0.02,0.02
9,0.2,0.31,0.02,0.02
10,0.2,0.31,0.02,0.02
11,0.2,0.31,0.02,0.02
12,0.2,0.31,0.02,0.02
13,0.2,0.31,0.02,0.02
14,0.2,0.31,0.02,0.02
15,0.2,0.31,0.02,0.02
16,0.2,0.31,0.02,0.02
17,0.2,0.31,0.02,0.02
18,0.2,0.31,0.02,0.02
19,0.2,0.31,0.02,0.02
20,0.2,0.31,0.02,0.02
21,0.2,0.31,0.02,0.02
22,0.2,0.31,0.02,0.02
23,0.2,0.31,0.02,0.02
24,0.2,0.31,0.02,0.01
25,0.2,0.31,0.02,0.02
26,0.2,0.31,0.02,0.02
27,0.2,0.31,0.02,0.02
28,0.2,0.31,0.02,0.02
29,0.2,0.31,0.02,0.02
30,0.2,0.31,0.02,0.02
31,0.2,0.31,0.02,0.02
32,0.2,0.31,0.02,0.02
33,0.2,0.31,0.02,0.02
34,0.2,0.31,0.02,0.02
35,0.2,0.31,0.02,0.02
36,0.2,0.31,0.02,0.02
37,0.2,0.31,0.02,0.02
38,0.2,0.31,0.02,0.02
39,0.2,0.31,0.02,0.02
40,0.2,0.31,0.02,0.02
41,0.2,0.31,0.02,0.02
42,0.2,0.31,0.02,0.02
43,0.2,0.31,0.2,0.02
44,0.2,0.31,0.02,0.02
45,0.2,0.31,0.02,0.02
46,0.2,0.31,0.2,0.18
47,0.2,0.31,0.02,0.15
48,0.2,0.31,0.02,0.02
49,0.2,0.31,0.02,0.02
