,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.6,0.96,0.96,0.96
1,0.6,0.96,0.96,0.96
2,0.6,0.96,0.96,0.96
3,0.6,0.96,0.96,0.96
4,0.6,0.96,0.96,0.96
5,0.6,0.96,0.96,0.96
6,0.6,0.96,0.96,0.96
7,0.6,0.96,0.96,0.96
8,0.6,0.96,0.96,0.96
9,0.6,0.96,0.96,0.96
10,0.6,0.96,0.96,0.96
11,0.6,0.96,0.96,0.96
12,0.6,0.96,0.96,0.96
13,0.6,0.96,0.96,0.96
14,0.6,0.96,0.96,0.96
15,0.6,0.96,0.96,0.96
16,0.6,0.96,0.96,0.96
17,0.6,0.96,0.96,0.96
18,0.6,0.96,0.96,0.96
19,0.6,0.96,0.96,0.96
20,0.6,0.96,0.96,0.96
21,0.6,0.96,0.96,0.96
22,0.6,0.96,0.96,0.96
23,0.6,0.96,0.96,0.96
24,0.6,0.96,0.96,0.96
25,0.6,0.96,0.96,0.96
26,0.6,0.96,0.96,0.96
27,0.6,0.96,0.96,0.96
28,0.6,0.96,0.96,0.96
29,0.6,0.96,0.96,0.96
30,0.6,0.96,0.96,0.96
31,0.6,0.96,0.96,0.96
32,0.6,0.96,0.96,0.96
33,0.6,0.96,0.96,0.96
34,0.6,0.96,0.96,0.96
35,0.6,0.96,0.96,0.96
36,0.6,0.96,0.96,0.96
37,0.6,0.96,0.96,0.96
38,0.6,0.96,0.96,0.96
39,0.6,0.96,0.96,0.96
40,0.6,0.96,0.96,0.96
41,0.6,0.96,0.96,0.96
42,0.6,0.96,0.96,0.96
43,0.6,0.96,0.96,0.96
44,0.6,0.96,0.96,0.96
45,0.6,0.96,0.96,0.96
46,0.6,0.96,0.96,0.96
47,0.6,0.96,0.96,0.96
48,0.6,0.96,0.96,0.96
49,0.6,0.96,0.96,0.96
50,0.6,0.96,0.96,0.96
51,0.6,0.96,0.96,0.96
52,0.6,0.96,0.96,0.96
53,0.6,0.96,0.96,0.96
54,0.6,0.96,0.96,0.96
55,0.6,0.96,0.96,0.96
56,0.6,0.96,0.96,0.96
57,0.6,0.96,0.96,0.96
58,0.6,0.96,0.96,0.96
59,0.6,0.96,0.96,0.96
60,0.6,0.96,0.96,0.96
61,0.6,0.96,0.96,0.96
62,0.6,0.96,0.96,0.96
63,0.6,0.96,0.96,0.96
64,0.6,0.96,0.96,0.96
65,0.6,0.96,0.96,0.96
66,0.6,0.96,0.96,0.96
67,0.6,0.96,0.96,0.96
68,0.6,0.96,0.96,0.96
69,0.6,0.96,0.96,0.96
70,0.6,0.96,0.96,0.96
71,0.6,0.96,0.96,0.96
72,0.6,0.96,0.96,0.96
73,0.6,0.96,0.96,0.96
74,0.6,0.96,0.96,0.96
75,0.6,0.96,0.96,0.96
76,0.6,0.96,0.96,0.96
77,0.6,0.96,0.96,0.96
78,0.6,0.96,0.96,0.96
79,0.6,0.96,0.96,0.96
80,0.6,0.96,0.96,0.6
81,0.6,0.96,0.96,0.6
82,0.6,0.96,0.96,0.96
83,0.6,0.96,0.96,0.96
84,0.6,0.96,0.96,0.96
85,0.6,0.96,0.96,0.6
86,0.6,0.96,0.96,0.6
87,0.6,0.96,0.96,0.6
88,0.6,0.96,0.96,0.6
89,0.6,0.96,0.96,0.96
90,0.6,0.96,0.96,0.6
91,0.6,0.96,0.96,0.6
92,0.6,0.96,0.96,0.6
93,0.6,0.96,0.96,0.6
94,0.6,0.96,0.96,0.6
95,0.6,0.96,0.96,0.6
96,0.6,0.96,0.96,0.6
97,0.6,0.96,0.96,0.6
98,0.6,0.96,0.96,0.6
99,0.6,0.96,0.96,0.6
