,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.2,0.09,0.1,0.09
1,0.2,0.09,0.04,0.04
2,0.2,0.09,0.04,0.04
3,0.2,0.09,0.04,0.04
4,0.2,0.09,0.04,0.04
5,0.2,0.09,0.04,0.04
6,0.2,0.09,0.04,0.05
7,0.2,0.09,0.04,0.05
8,0.2,0.09,0.04,0.04
9,0.2,0.09,0.04,0.05
10,0.2,0.09,0.04,0.05
11,0.2,0.09,0.04,0.05
12,0.2,0.09,0.04,0.05
13,0.2,0.09,0.04,0.04
14,0.2,0.09,0.04,0.05
15,0.2,0.09,0.04,0.05
16,0.2,0.09,0.04,0.05
17,0.2,0.09,0.04,0.05
18,0.2,0.09,0.04,0.05
19,0.2,0.09,0.04,0.05
20,0.2,0.09,0.05,0.05
21,0.2,0.09,0.05,0.05
22,0.2,0.09,0.04,0.05
23,0.2,0.09,0.04,0.05
24,0.2,0.09,0.05,0.05
25,0.2,0.09,0.05,0.05
26,0.2,0.09,0.05,0.05
27,0.2,0.09,0.04,0.05
28,0.2,0.09,0.04,0.05
29,0.2,0.09,0.04,0.05
30,0.2,0.09,0.05,0.05
31,0.2,0.09,0.04,0.05
32,0.2,0.09,0.04,0.05
33,0.2,0.09,0.04,0.05
34,0.2,0.09,0.04,0.05
35,0.2,0.09,0.05,0.05
36,0.2,0.09,0.04,0.05
37,0.2,0.09,0.04,0.05
38,0.2,0.09,0.04,0.05
39,0.2,0.09,0.04,0.05
40,0.2,0.09,0.04,0.05
41,0.2,0.09,0.04,0.05
42,0.2,0.09,0.04,0.05
43,0.2,0.09,0.05,0.05
44,0.2,0.09,0.04,0.05
45,0.2,0.09,0.04,0.05
46,0.2,0.09,0.04,0.05
47,0.2,0.09,0.04,0.05
48,0.2,0.09,0.04,0.05
49,0.2,0.09,0.04,0.05
