,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.07,0.04,0.04,0.04
1,0.07,0.04,0.04,0.04
2,0.07,0.04,0.04,0.04
3,0.07,0.04,0.04,0.04
4,0.07,0.04,0.03,0.04
5,0.07,0.04,0.03,0.04
6,0.07,0.04,0.03,0.04
7,0.07,0.04,0.03,0.04
8,0.07,0.04,0.03,0.04
9,0.07,0.04,0.03,0.04
10,0.07,0.04,0.03,0.04
11,0.07,0.04,0.03,0.04
12,0.07,0.04,0.03,0.04
13,0.07,0.04,0.03,0.04
14,0.07,0.04,0.03,0.04
15,0.07,0.04,0.04,0.04
16,0.07,0.04,0.03,0.04
17,0.07,0.04,0.03,0.04
18,0.07,0.04,0.04,0.04
19,0.07,0.04,0.03,0.03
20,0.07,0.04,0.03,0.03
21,0.07,0.04,0.03,0.03
22,0.07,0.04,0.03,0.03
23,0.07,0.04,0.03,0.03
24,0.07,0.04,0.04,0.04
25,0.07,0.04,0.04,0.04
26,0.07,0.04,0.04,0.03
27,0.07,0.04,0.04,0.04
28,0.07,0.04,0.04,0.03
29,0.07,0.04,0.03,0.03
30,0.07,0.04,0.03,0.03
31,0.07,0.04,0.04,0.04
32,0.07,0.04,0.04,0.04
33,0.07,0.04,0.04,0.03
34,0.07,0.04,0.03,0.03
35,0.07,0.04,0.04,0.03
36,0.07,0.04,0.03,0.03
37,0.07,0.04,0.03,0.03
38,0.07,0.04,0.03,0.03
39,0.07,0.04,0.03,0.03
40,0.07,0.04,0.04,0.04
41,0.07,0.04,0.03,0.03
42,0.07,0.04,0.03,0.03
43,0.07,0.04,0.03,0.03
44,0.07,0.04,0.03,0.03
45,0.07,0.04,0.03,0.03
46,0.07,0.04,0.03,0.03
47,0.07,0.04,0.03,0.03
48,0.07,0.04,0.03,0.03
49,0.07,0.04,0.03,0.03
