,DS,MV,proposed1(wcv),proposed2(wcv_wp)
0,0.3,0.06,0.06,0.06
1,0.3,0.06,0.06,0.06
2,0.3,0.06,0.06,0.06
3,0.3,0.06,0.06,0.06
4,0.3,0.06,0.06,0.06
5,0.3,0.06,0.06,0.06
6,0.3,0.06,0.06,0.06
7,0.3,0.06,0.06,0.06
8,0.3,0.06,0.06,0.06
9,0.3,0.06,0.07,0.06
10,0.3,0.06,0.07,0.06
11,0.3,0.06,0.07,0.07
12,0.3,0.06,0.07,0.07
13,0.3,0.06,0.07,0.07
14,0.3,0.06,0.07,0.07
15,0.3,0.06,0.07,0.07
16,0.3,0.06,0.07,0.07
17,0.3,0.06,0.07,0.07
18,0.3,0.06,0.07,0.07
19,0.3,0.06,0.07,0.07
20,0.3,0.06,0.07,0.07
21,0.3,0.06,0.07,0.07
22,0.3,0.06,0.07,0.07
23,0.3,0.06,0.07,0.07
24,0.3,0.06,0.07,0.07
25,0.3,0.06,0.07,0.07
26,0.3,0.06,0.07,0.07
27,0.3,0.06,0.07,0.07
28,0.3,0.06,0.07,0.07
29,0.3,0.06,0.07,0.07
30,0.3,0.06,0.07,0.07
31,0.3,0.06,0.07,0.07
32,0.3,0.06,0.07,0.07
33,0.3,0.06,0.07,0.07
34,0.3,0.06,0.07,0.07
35,0.3,0.06,0.07,0.07
36,0.3,0.06,0.07,0.07
37,0.3,0.06,0.07,0.07
38,0.3,0.06,0.07,0.07
39,0.3,0.06,0.07,0.07
40,0.3,0.06,0.07,0.07
41,0.3,0.06,0.07,0.07
42,0.3,0.06,0.07,0.07
43,0.3,0.06,0.07,0.07
44,0.3,0.06,0.07,0.07
45,0.3,0.06,0.07,0.07
46,0.3,0.06,0.07,0.07
47,0.3,0.06,0.07,0.07
48,0.3,0.06,0.07,0.07
49,0.3,0.06,0.07,0.07
50,0.3,0.06,0.07,0.07
51,0.3,0.06,0.07,0.07
52,0.3,0.06,0.07,0.07
53,0.3,0.06,0.07,0.07
54,0.3,0.06,0.07,0.07
55,0.3,0.06,0.07,0.07
56,0.3,0.06,0.07,0.07
57,0.3,0.06,0.07,0.07
58,0.3,0.06,0.07,0.07
59,0.3,0.06,0.07,0.07
60,0.3,0.06,0.07,0.07
61,0.3,0.06,0.07,0.07
62,0.3,0.06,0.07,0.07
63,0.3,0.06,0.07,0.07
64,0.3,0.06,0.07,0.07
65,0.3,0.06,0.07,0.07
66,0.3,0.06,0.07,0.07
67,0.3,0.06,0.07,0.07
68,0.3,0.06,0.07,0.07
69,0.3,0.06,0.07,0.07
70,0.3,0.06,0.07,0.07
71,0.3,0.06,0.07,0.07
72,0.3,0.06,0.07,0.07
73,0.3,0.06,0.07,0.07
74,0.3,0.06,0.07,0.07
75,0.3,0.06,0.07,0.07
76,0.3,0.06,0.07,0.07
77,0.3,0.06,0.07,0.07
78,0.3,0.06,0.07,0.07
79,0.3,0.06,0.07,0.07
80,0.3,0.06,0.07,0.07
81,0.3,0.06,0.07,0.07
82,0.3,0.06,0.07,0.07
83,0.3,0.06,0.07,0.07
84,0.3,0.06,0.07,0.07
85,0.3,0.06,0.07,0.07
86,0.3,0.06,0.07,0.07
87,0.3,0.06,0.07,0.07
88,0.3,0.06,0.07,0.07
89,0.3,0.06,0.07,0.07
90,0.3,0.06,0.07,0.07
91,0.3,0.06,0.07,0.07
92,0.3,0.06,0.07,0.07
93,0.3,0.06,0.07,0.07
94,0.3,0.06,0.07,0.07
95,0.3,0.06,0.07,0.07
96,0.3,0.06,0.07,0.07
97,0.3,0.06,0.07,0.07
98,0.3,0.06,0.07,0.07
99,0.3,0.06,0.07,0.07
